ID,SubVehID,Choice,Gap,RelativeSpeed,TW,Predicted
414,1003,1,12,-1,0,0
415,1003,3,15,0,0,2
416,1018,1,15,3,1,2
417,1018,3,14,4,1,2
418,1018,3,11,2,1,0
419,1018,1,16,-2,0,0
420,1018,1,14,-4,0,0
421,1019,2,16,0,1,2
422,1019,3,16,1,1,2
423,1023,3,15,0,0,2
424,1023,1,16,3,0,2
425,1023,3,16,3,0,2
426,1023,1,16,0,0,2
427,1023,1,15,0,0,2
428,1024,3,14,2,1,2
429,1024,1,14,0,1,0
430,1024,1,14,1,1,2
431,1027,1,16,-1,0,2
432,1027,2,13,2,0,2
433,1031,3,16,1,1,2
434,1031,3,16,1,0,2
435,1032,3,16,0,0,2
436,1034,2,13,-2,1,0
437,1034,1,13,0,1,0
438,1034,3,12,0,1,0
439,1035,3,16,1,1,2
440,1035,2,17,4,0,2
441,1035,3,16,0,0,2
442,1037,1,21,8,1,2
443,1037,3,17,4,0,2
444,1038,1,16,-1,0,2
445,1045,1,14,-1,0,0
446,1046,1,15,-1,0,0
447,1046,1,14,-4,0,0
448,1046,3,16,0,0,2
449,1054,1,12,-2,1,0
450,1054,3,13,3,1,2
451,1059,3,15,0,1,0
452,1059,1,13,2,1,2
453,1059,1,16,-1,0,2
454,1069,1,12,3,1,2
455,1069,3,11,4,1,2
456,1069,2,13,5,1,2
457,1071,3,15,3,1,2
458,1071,3,15,1,1,2
459,1071,3,13,1,1,0
460,1071,1,13,3,1,2
461,1073,3,13,1,0,2
462,1073,1,12,0,0,0
463,1091,3,13,0,1,0
464,1099,1,15,0,0,2
465,1099,2,12,0,0,0
466,1100,1,15,-1,0,0
467,1100,1,14,-1,0,0
468,1100,3,15,-1,0,0
469,1100,3,13,1,0,2
470,1101,3,18,2,0,2
471,1101,3,15,0,0,2
472,1115,1,17,2,1,2
473,1115,3,17,4,0,2
474,1122,1,16,-2,0,0
475,1123,1,16,0,0,2
476,1124,2,14,1,0,2
477,1125,3,17,1,0,2
478,1125,3,16,0,0,2
479,1130,1,16,0,0,2
480,1133,1,17,0,0,2
481,1149,3,14,0,1,0
482,1149,3,16,2,1,2
483,1149,3,16,2,1,2
484,1149,3,16,1,1,2
485,1149,3,14,2,1,2
486,1151,3,14,0,1,0
487,1151,2,14,0,1,0
488,1151,3,16,1,1,2
489,1151,1,15,0,1,0
490,1154,3,15,0,0,2
491,1154,2,15,0,0,2
492,1154,3,14,0,0,2
493,1157,3,19,5,0,2
494,1157,3,14,1,0,2
495,1163,1,13,-1,0,0
496,1163,3,15,0,0,2
497,1167,1,16,-1,0,2
498,1167,3,18,0,0,2
499,1171,3,15,3,1,2
500,1171,2,13,3,1,2
501,1171,3,14,4,1,2
502,1171,3,14,2,1,2
503,1171,3,13,3,1,2
504,1171,2,13,4,1,2
505,1172,3,16,4,1,2
506,1172,1,15,-2,0,0
507,1172,1,15,-1,0,0
508,1172,3,15,-2,0,0
509,1178,3,17,3,0,2
510,1186,1,17,0,1,2
511,1186,3,17,2,1,2
512,1186,3,15,0,1,0
513,1190,3,15,0,0,2
514,1190,3,15,0,0,2
515,1190,1,15,0,0,2
516,1193,3,18,3,1,2
517,1193,3,16,2,1,2
518,1193,3,18,5,1,2
519,1193,3,17,0,0,2
520,1193,2,16,-1,0,2
521,1193,3,16,1,0,2
522,1193,3,16,1,0,2
523,1201,3,14,1,1,2
524,1201,1,13,0,1,0
525,1201,1,9,-5,0,0
526,1225,3,18,9,1,2
527,1225,3,13,0,0,0
528,1228,3,20,1,1,2
529,1228,1,16,0,1,2
530,1228,3,15,1,1,2
531,1228,3,17,6,1,2
532,1235,3,15,-1,1,0
533,1235,3,15,1,1,2
534,1235,1,14,-4,0,0
535,1235,2,16,-2,0,0
536,1236,1,15,0,0,2
537,1240,1,15,-1,0,0
538,1240,3,14,0,0,2
539,1240,3,15,0,0,2
540,1241,3,17,2,0,2
541,1242,3,17,0,1,2
542,1242,2,17,-3,1,0
543,1242,3,17,2,1,2
544,1242,3,16,-4,1,0
545,1244,3,18,3,1,2
546,1245,3,15,1,0,2
547,1245,3,15,1,0,2
548,1249,3,16,0,1,2
549,1249,3,17,0,0,2
550,1249,1,17,0,0,2
551,1249,3,16,0,0,2
552,1250,3,17,0,0,2
553,1250,3,17,1,0,2
554,1251,3,17,0,0,2
555,1251,3,17,1,0,2
556,1276,3,15,-1,0,0
557,1277,1,12,0,0,0
558,1279,3,13,0,0,0
559,1279,1,15,0,0,2
560,1284,1,17,-1,1,2
561,1284,1,14,-1,1,0
562,1284,1,14,0,1,0
563,1287,1,14,-4,1,0
564,1287,1,14,-3,1,0
565,1291,3,16,4,1,2
566,1291,3,15,1,0,2
567,1292,1,14,0,1,0
568,1292,1,15,2,1,2
569,1292,1,13,0,1,0
570,1301,1,14,0,1,0
571,1301,3,13,1,1,0
572,1301,3,15,1,1,2
573,1303,3,19,4,1,2
574,1303,1,17,-3,0,0
575,1303,2,17,0,0,2
576,1303,3,17,1,0,2
577,1307,1,19,4,1,2
578,1307,1,16,3,1,2
579,1307,1,16,-1,0,2
580,1307,1,16,0,0,2
581,1308,3,20,4,1,2
582,1308,3,17,1,1,2
583,1308,3,17,2,1,2
584,1308,3,16,0,1,2
585,1315,1,17,0,0,2
586,1315,2,15,-2,0,0
587,1315,1,16,0,0,2
588,1315,3,17,2,0,2
589,1316,3,16,0,0,2
590,1319,1,15,-3,0,0
591,1324,3,16,0,0,2
592,1326,1,17,0,1,2
593,1326,3,16,0,1,2
594,1326,3,18,2,1,2
595,1326,2,15,-1,0,0
596,1339,3,21,5,0,2
597,1339,1,15,-1,0,0
598,1344,3,18,1,0,2
599,1344,1,17,0,0,2
600,1355,1,15,-3,0,0
601,1355,1,16,-2,0,0
602,1355,1,16,-1,0,2
603,1355,1,14,-1,0,0
604,1355,3,15,-4,0,0
605,1357,1,15,0,1,0
606,1357,3,17,3,1,2
607,1357,3,16,1,1,2
608,1357,3,15,-1,0,0
609,1361,3,15,1,0,2
610,1363,3,17,3,1,2
611,1363,3,15,1,1,2
612,1364,1,14,-3,0,0
613,1364,1,15,0,0,2
614,1366,3,15,2,1,2
615,1366,3,15,1,1,2
616,1371,1,18,3,0,2
617,1371,3,17,2,0,2
618,1374,3,14,0,0,2
619,1374,2,12,-1,0,0
620,1377,3,19,2,0,2
621,1377,1,17,-1,0,2
622,1377,3,16,-1,0,2
623,1378,2,15,0,0,2
624,1378,3,14,0,0,2
625,1381,1,15,1,1,2
626,1381,3,16,3,1,2
627,1381,3,15,3,1,2
628,1381,3,17,8,1,2
629,1395,1,16,0,1,2
630,1395,2,17,0,1,2
631,1395,3,16,0,1,2
632,1395,1,16,0,1,2
633,1395,1,13,-2,1,0
634,1395,1,14,1,1,2
635,1395,3,15,1,1,2
636,1398,3,17,1,1,2
637,1398,3,16,3,1,2
638,1398,3,14,1,1,2
639,1421,3,16,1,0,2
640,1421,3,13,0,0,0
641,1426,1,13,-2,0,0
642,1426,1,13,-1,0,0
643,1451,3,14,0,0,2
644,1451,3,14,2,0,2
645,1451,3,12,1,0,2
646,1451,3,12,1,0,2
647,1465,3,17,2,0,2
648,1465,1,15,0,0,2
649,1470,1,16,3,1,2
650,1470,3,18,6,1,2
651,1470,3,16,7,1,2
652,1476,2,14,0,1,0
653,1476,1,14,0,1,0
654,1476,1,14,-1,1,0
655,1476,1,13,0,1,0
656,1476,3,12,-1,1,0
657,1476,3,19,2,1,2
658,1476,1,16,6,1,2
659,1478,3,17,0,1,2
660,1478,1,16,0,1,2
661,1478,3,16,0,1,2
662,1478,1,15,-1,1,0
663,1478,3,19,2,1,2
664,1482,1,14,-1,1,0
665,1483,3,15,0,0,2
666,1484,3,18,1,0,2
667,1489,3,16,0,1,2
668,1489,3,14,0,1,0
669,1489,1,14,0,1,0
670,1492,3,15,0,0,2
671,1492,3,16,0,0,2
672,1499,2,15,2,1,2
673,1510,2,15,-7,1,0
674,1510,2,17,1,0,2
675,1510,1,16,-1,0,2
676,1510,1,16,0,0,2
677,1513,3,16,1,0,2
678,1513,1,15,0,0,2
679,1513,2,14,0,0,2
680,1514,3,16,1,0,2
681,1514,3,18,4,0,2
682,1518,3,14,0,0,2
683,1521,1,17,-1,1,2
684,1521,3,16,2,1,2
685,1526,2,14,-4,0,0
686,1526,1,15,-1,0,0
687,1526,2,16,0,0,2
688,1529,3,16,0,1,2
689,1529,3,18,5,1,2
690,1535,1,13,-2,0,0
691,1535,1,13,-1,0,0
692,1535,1,14,0,0,2
693,1536,3,17,3,1,2
694,1536,3,17,3,1,2
695,1536,3,16,1,1,2
696,1537,2,15,0,0,2
697,1551,3,17,6,1,2
698,1559,1,15,-3,1,0
699,1561,1,14,0,0,2
700,1561,2,15,0,0,2
701,1561,3,15,0,0,2
702,1561,1,14,0,0,2
703,1596,3,16,0,0,2
704,1596,1,16,0,0,2
705,1597,3,17,3,1,2
706,1598,3,17,1,0,2
707,1603,3,18,1,0,2
708,1603,3,17,0,0,2
709,1603,3,18,1,0,2
710,1604,1,17,-1,0,2
711,1604,1,16,-1,0,2
712,1604,2,17,0,0,2
713,1605,3,19,4,1,2
714,1605,1,17,0,0,2
715,1605,3,17,0,0,2
716,1610,3,18,0,1,2
717,1610,3,17,1,1,2
718,1610,3,18,0,1,2
719,1610,3,18,0,1,2
720,1612,1,16,-1,0,2
721,1612,3,17,0,0,2
722,1612,3,18,1,0,2
723,1612,3,17,0,0,2
724,1612,3,16,0,0,2
725,1617,1,16,0,0,2
726,1618,1,16,0,0,2
727,1618,1,16,-1,0,2
728,1618,3,16,-1,0,2
729,1620,2,18,0,0,2
730,1624,1,19,3,0,2
731,1633,3,18,2,1,2
732,1633,3,18,2,1,2
733,1633,3,17,1,0,2
734,1634,1,19,-2,1,2
735,1634,3,16,0,1,2
736,1634,3,17,0,1,2
737,1634,1,17,0,0,2
738,1635,3,17,0,0,2
739,1635,1,18,0,0,2
740,1636,2,15,0,1,0
741,1636,1,15,0,1,0
742,1636,3,17,0,0,2
743,1636,3,18,0,0,2
744,1639,1,17,0,0,2
745,1640,3,17,0,0,2
746,1641,1,14,-4,1,0
747,1641,1,14,-2,1,0
748,1642,3,18,1,0,2
749,1642,3,18,3,0,2
750,1643,1,17,0,0,2
751,1643,2,17,-1,0,2
752,1644,3,18,1,0,2
753,1644,3,16,0,0,2
754,1645,3,18,2,0,2
755,1645,1,16,0,0,2
756,1645,3,17,0,0,2
757,1646,3,18,0,0,2
758,1646,3,15,-2,0,0
759,1646,1,16,0,0,2
760,1646,1,16,-2,0,0
761,1652,1,13,-3,0,0
762,1652,1,13,-2,0,0
763,1653,1,14,-1,0,0
764,1659,3,13,0,0,0
765,1659,3,16,1,0,2
766,1659,3,15,1,0,2
767,1661,3,15,1,0,2
768,1664,3,15,3,1,2
769,1664,3,16,4,1,2
770,1664,1,13,-2,0,0
771,1669,3,16,0,1,2
772,1669,1,15,0,1,0
773,1669,3,16,0,1,2
774,1669,3,16,1,1,2
775,1669,3,16,1,1,2
776,1669,1,15,0,1,0
777,1672,3,15,1,0,2
778,1675,3,16,1,0,2
779,1675,3,15,2,0,2
780,1679,3,16,1,0,2
781,1681,3,17,0,0,2
782,1681,3,17,0,0,2
783,1681,3,17,1,0,2
784,1681,2,16,0,0,2
785,1681,3,17,1,0,2
786,1684,3,17,0,0,2
787,1686,1,15,-1,1,0
788,1686,1,15,0,1,0
789,1686,1,13,0,1,0
790,1693,3,17,1,1,2
791,1693,3,18,3,1,2
792,1693,2,17,3,1,2
793,1693,3,16,0,0,2
794,1694,3,18,1,1,2
795,1694,3,18,2,1,2
796,1694,3,17,0,0,2
797,1694,3,18,1,0,2
798,1703,3,16,1,1,2
799,1706,3,15,1,1,2
800,1706,2,17,2,1,2
801,1706,3,16,1,1,2
802,1706,1,17,0,0,2
803,1706,3,16,0,0,2
804,1706,1,16,0,0,2
805,1706,1,15,0,0,2
806,1711,2,18,1,1,2
807,1711,3,17,1,1,2
808,1720,3,16,0,1,2
809,1720,1,15,-1,1,0
810,1723,2,16,1,0,2
811,1728,2,16,-2,0,0
812,1729,1,16,-1,0,2
813,1729,3,16,0,0,2
814,1739,1,15,1,1,2
815,1739,2,16,0,0,2
816,1740,1,16,0,0,2
817,1740,3,17,2,0,2
818,1740,3,15,0,0,2
819,1740,3,17,0,0,2
820,1746,3,16,0,0,2
821,1746,3,17,0,0,2
822,1747,3,17,0,0,2
823,1749,3,18,3,1,2
824,1749,3,18,1,0,2
825,1750,3,17,0,0,2
826,1750,3,16,0,0,2
827,1750,3,17,0,0,2
828,1758,2,7,3,0,0
829,1763,1,8,0,0,0
830,1763,1,3,-2,0,0
831,1770,3,17,2,1,2
832,1778,1,15,0,1,0
833,1778,1,15,-2,1,0
834,1778,3,14,0,1,0
835,1778,3,13,5,0,2
836,1778,3,17,5,0,2
837,1783,1,13,-1,1,0
838,1783,3,13,-2,1,0
839,1785,3,15,1,0,2
840,1785,1,14,0,0,2
841,1785,3,15,1,0,2
842,1791,3,15,1,0,2
843,1791,3,14,0,0,2
844,1800,1,14,1,1,2
845,1801,3,19,5,1,2
846,1802,1,13,-2,1,0
847,1802,3,15,0,1,0
848,1802,3,14,0,1,0
849,1802,3,14,0,0,2
850,1807,2,16,0,1,2
851,1807,3,17,2,1,2
852,1807,2,17,2,1,2
853,1807,3,16,2,1,2
854,1816,2,15,0,0,2
855,1816,2,15,0,0,2
856,1823,1,14,1,1,2
857,1823,1,14,-1,1,0
858,1823,1,13,0,1,0
859,1830,2,13,-1,0,0
860,1830,1,13,-1,0,0
861,1831,3,16,10,1,2
862,1831,3,16,3,1,2
863,1831,3,16,0,1,2
864,1835,1,12,-1,1,0
865,1835,1,16,0,0,2
866,1851,3,12,0,1,0
867,1854,3,13,0,1,0
868,1854,3,12,2,1,2
869,1854,3,13,2,1,2
870,1860,3,14,2,1,2
871,1860,3,14,4,1,2
872,1863,1,14,0,0,2
873,1863,1,12,-2,0,0
874,1873,1,17,-1,1,2
875,1873,1,17,0,1,2
876,1873,2,17,0,1,2
877,1873,1,16,0,1,2
878,1873,3,17,0,1,2
879,1873,3,18,1,1,2
880,1873,3,16,0,0,2
881,1880,3,16,0,1,2
882,1880,3,16,1,1,2
883,1880,3,16,1,1,2
884,1880,1,15,0,1,0
885,1880,3,16,1,1,2
886,1881,1,16,0,0,2
887,1881,3,16,0,0,2
888,1881,3,16,3,0,2
889,1882,1,15,-1,0,0
890,1882,3,19,3,0,2
891,1882,3,16,0,0,2
892,1889,2,16,0,1,2
893,1889,3,18,1,0,2
894,1889,2,17,0,0,2
895,1902,1,14,-2,1,0
896,1902,3,15,0,0,2
897,1904,1,15,-2,0,0
898,1904,3,16,1,0,2
899,1904,3,15,0,0,2
900,1904,1,15,0,0,2
901,1904,3,15,0,0,2
902,1915,1,12,-1,1,0
903,1917,1,11,-1,0,0
904,1918,1,14,1,0,2
905,1935,2,15,0,0,2
906,1940,3,14,0,1,0
907,1940,1,15,0,0,2
908,1940,3,14,0,0,2
909,1960,1,15,0,0,2
910,1962,2,16,0,1,2
911,1962,3,17,0,1,2
912,1962,1,15,0,1,0
913,1962,3,15,0,1,0
914,1962,1,16,0,1,2
915,1962,3,16,0,1,2
916,1962,2,17,1,1,2
917,1962,3,18,1,1,2
918,1962,3,17,2,1,2
919,1966,3,20,0,1,2
920,1966,2,18,1,1,2
921,1966,1,18,0,1,2
922,1966,3,19,3,1,2
923,1986,1,15,0,1,0
924,1986,1,16,-1,1,0
925,1986,2,15,0,1,0
926,1986,1,14,0,1,0
927,1986,2,13,0,0,0
928,1986,3,12,-1,0,0
929,1987,3,16,1,0,2
930,1987,3,15,2,0,2
931,1987,2,14,0,0,2
932,1987,3,16,0,0,2
933,1987,1,15,0,0,2
934,1990,3,16,0,0,2
935,1996,3,15,1,1,2
936,1996,2,15,1,1,2
937,1996,1,17,2,1,2
938,1996,3,17,1,1,2
939,1996,3,15,2,1,2
940,2008,1,13,-3,1,0
