ID,SubVehID,Choice,Gap,RelativeSpeed,TW,Predicted,Predicted_1,Predicted_2,,,,,,,
957,2065,2,15,0,0,2,2,2,,1,1,1,,,
958,2065,2,15,0,0,2,2,2,,1,1,1,,,
959,2066,0,12,-5,0,0,0,0,,1,1,1,,,
960,2066,0,15,-1,0,0,0,0,,1,1,1,,,
961,2075,2,14,1,1,2,2,2,,1,1,1,,,
962,2075,2,14,1,1,2,2,2,,1,1,1,,,
963,2075,2,14,2,1,2,2,2,,1,1,1,,,
964,2077,1,14,0,0,2,2,2,,0,0,0,,,
965,2077,0,13,0,0,0,0,0,,1,1,1,,,
966,2077,0,13,0,0,0,0,0,,1,1,1,,,
967,2086,2,15,2,1,2,2,2,,1,1,1,,,
968,2086,2,14,0,0,2,2,2,,1,1,1,,,
969,2086,0,13,0,0,0,0,0,,1,1,1,,,
970,2097,0,13,1,1,0,0,0,,1,1,1,,,
971,2102,1,14,0,1,0,0,0,,0,0,0,,,
972,2102,0,14,-1,1,0,0,0,,1,1,1,,,
973,2102,2,13,0,1,0,0,0,,0,0,0,,,
974,2105,2,14,0,0,2,2,2,,1,1,1,,,
975,2117,2,17,2,0,2,2,2,,1,1,1,,,
976,2123,2,13,-1,1,0,0,0,,0,0,0,,,
977,2129,0,13,0,1,0,0,0,,1,1,1,,,
978,2129,2,13,0,1,0,0,0,,0,0,0,,,
979,2129,2,13,1,0,2,2,2,,1,1,1,,,
980,2136,0,13,0,1,0,0,0,,1,1,1,,,
981,2136,0,13,0,1,0,0,0,,1,1,1,,,
982,2137,1,14,0,1,0,0,0,,0,0,0,,,
983,2137,2,14,0,1,0,0,0,,0,0,0,,,
984,2137,1,19,6,1,2,2,2,,0,0,0,,,
985,2137,2,15,2,1,2,2,2,,1,1,1,,,
986,2137,2,14,3,0,2,2,2,,1,1,1,,,
987,2138,0,12,-3,1,0,0,0,,1,1,1,,,
988,2138,2,14,0,1,0,0,0,,0,0,0,,,
989,2138,0,14,0,1,0,0,0,,1,1,1,,,
990,2138,0,13,-3,1,0,0,0,,1,1,1,,,
991,2138,0,14,0,1,0,0,0,,1,1,1,,,
992,2146,2,17,0,0,2,2,2,,1,1,1,,,
993,2146,2,17,1,0,2,2,2,,1,1,1,,,
994,2147,2,16,0,1,2,2,2,,1,1,1,,,
995,2147,0,13,-2,1,0,0,0,,1,1,1,,,
996,2147,0,14,0,1,0,0,0,,1,1,1,,,
997,2153,2,16,3,1,2,2,2,,1,1,1,,,
998,2153,2,17,3,1,2,2,2,,1,1,1,,,
999,2153,2,16,2,1,2,2,2,,1,1,1,,,
1000,2162,0,15,2,1,2,2,2,,0,0,0,,,
1001,2162,0,13,0,1,0,0,0,,1,1,1,,,
1002,2162,2,14,2,1,2,2,2,,1,1,1,,,
1003,2165,2,15,0,1,0,0,0,,0,0,0,,,
1004,2165,1,16,1,1,2,2,2,,0,0,0,,,
1005,2165,0,15,1,1,2,2,2,,0,0,0,,,
1006,2165,2,15,0,1,0,0,0,,0,0,0,,,
1007,2165,0,15,0,1,0,0,0,,1,1,1,,,
1008,2166,2,14,1,0,2,2,2,,1,1,1,,,
1009,2166,1,12,0,0,0,0,0,,0,0,0,,,
1010,2166,0,13,0,0,0,0,0,,1,1,1,,,
1011,2170,2,15,0,1,0,0,0,,0,0,0,,,
1012,2170,0,16,0,0,2,2,2,,0,0,0,,,
1013,2170,2,15,0,0,2,2,2,,1,1,1,,,
1014,2171,0,13,-2,0,0,0,0,,1,1,1,,,
1015,2172,2,19,5,1,2,2,2,,1,1,1,,,
1016,2172,2,17,2,0,2,2,2,,1,1,1,,,
1017,2178,2,18,3,1,2,2,2,,1,1,1,,,
1018,2181,2,13,-2,1,0,0,0,,0,0,0,,,
1019,2190,0,12,-1,1,0,0,0,,1,1,1,,,
1020,2190,1,13,1,1,0,0,0,,0,0,0,,,
1021,2190,2,15,3,1,2,2,2,,1,1,1,,,
1022,2197,0,14,0,1,0,0,0,,1,1,1,,,
1023,2197,2,16,0,1,2,2,2,,1,1,1,,,
1024,2218,2,15,-1,1,0,0,0,,0,0,0,,,
1025,2218,2,16,0,1,2,2,2,,1,1,1,,,
1026,2218,1,17,1,1,2,2,2,,0,0,0,,,
1027,2220,0,14,1,1,2,2,2,,0,0,0,,,
1028,2220,0,14,0,1,0,0,0,,1,1,1,,,
1029,2222,0,13,-2,0,0,0,0,,1,1,1,,,
1030,2231,1,11,1,1,0,0,0,,0,0,0,,,
1031,2231,2,12,1,1,0,0,0,,0,0,0,,,
1032,2231,1,11,0,1,0,0,0,,0,0,0,,,
1033,2236,0,14,-2,1,0,0,0,,1,1,1,,,
1034,2236,0,13,-1,0,0,0,0,,1,1,1,,,
1035,2236,0,13,-1,0,0,0,0,,1,1,1,,,
1036,2237,2,15,1,0,2,2,2,,1,1,1,,,
1037,2237,1,14,0,0,2,2,2,,0,0,0,,,
1038,2237,2,14,0,0,2,2,2,,1,1,1,,,
1039,2239,2,13,4,1,2,2,2,,1,1,1,,,
1040,2239,0,13,4,1,2,2,2,,0,0,0,,,
1041,2240,0,13,-1,0,0,0,0,,1,1,1,,,
1042,2240,0,14,0,0,2,2,2,,0,0,0,,,
1043,2250,2,16,2,1,2,2,2,,1,1,1,,,
1044,2250,2,15,0,1,0,0,0,,0,0,0,,,
1045,2250,0,15,1,1,2,2,2,,0,0,0,,,
1046,2250,2,15,1,1,2,2,2,,1,1,1,,,
1047,2250,2,16,2,1,2,2,2,,1,1,1,,,
1048,2250,1,15,0,1,0,0,0,,0,0,0,,,
1049,2263,0,13,0,1,0,0,0,,1,1,1,,,
1050,2263,1,13,1,1,0,0,0,,0,0,0,,,
1051,2280,0,15,-1,1,0,0,0,,1,1,1,,,
1052,2280,1,16,2,1,2,2,2,,0,0,0,,,
1053,2280,2,14,1,1,2,2,2,,1,1,1,,,
1054,2280,0,15,0,1,0,0,0,,1,1,1,,,
1055,2280,2,16,1,1,2,2,2,,1,1,1,,,
1056,2286,0,15,0,0,2,2,2,,0,0,0,,,
1057,2293,1,16,-2,0,0,0,0,,0,0,0,,,
1058,2296,2,15,-3,0,0,0,0,,0,0,0,,,
1059,2297,0,15,0,0,2,2,2,,0,0,0,,,
1060,2297,0,16,0,0,2,2,2,,0,0,0,,,
1061,2297,2,16,0,0,2,2,2,,1,1,1,,,
1062,2311,0,16,0,1,2,2,2,,0,0,0,,,
1063,2311,2,15,2,1,2,2,2,,1,1,1,,,
1064,2311,2,17,0,1,2,2,2,,1,1,1,,,
1065,2311,2,16,1,1,2,2,2,,1,1,1,,,
1066,2311,2,16,0,1,2,2,2,,1,1,1,,,
1067,2311,2,16,4,1,2,2,2,,1,1,1,,,
1068,2311,2,16,2,1,2,2,2,,1,1,1,,,
1069,2311,0,15,-1,0,0,0,0,,1,1,1,,,
1070,2314,0,15,0,0,2,2,2,,0,0,0,,,
1071,2314,0,17,0,0,2,2,2,,0,0,0,,,
1072,2316,1,13,0,1,0,0,0,,0,0,0,,,
1073,2318,2,15,1,0,2,2,2,,1,1,1,,,
1074,2318,0,12,-1,0,0,0,0,,1,1,1,,,
1075,2318,0,10,-2,0,0,0,0,,1,1,1,,,
1076,2318,2,12,0,0,0,0,0,,0,0,0,,,
1077,2325,2,14,1,0,2,2,2,,1,1,1,,,
1078,2325,2,14,0,0,2,2,2,,1,1,1,,,
1079,2326,1,16,-1,1,0,0,0,,0,0,0,,,
1080,2326,0,15,0,1,0,0,0,,1,1,1,,,
1081,2326,1,14,0,1,0,0,0,,0,0,0,,,
1082,2326,0,14,1,1,2,2,2,,0,0,0,,,
1083,2330,2,17,0,0,2,2,2,,1,1,1,,,
1084,2331,2,15,-2,0,0,0,0,,0,0,0,,,
1085,2331,0,15,-2,0,0,0,0,,1,1,1,,,
1086,2331,0,14,-1,0,0,0,0,,1,1,1,,,
1087,2331,0,14,-1,0,0,0,0,,1,1,1,,,
1088,2336,2,13,-4,1,0,0,0,,0,0,0,,,
1089,2336,0,14,-2,1,0,0,0,,1,1,1,,,
1090,2336,1,17,0,0,2,2,2,,0,0,0,,,
1091,2351,0,14,-3,1,0,0,0,,1,1,1,,,
1092,2351,1,16,0,1,2,2,2,,0,0,0,,,
1093,2351,2,15,0,1,0,0,0,,0,0,0,,,
1094,2351,0,14,0,1,0,0,0,,1,1,1,,,
1095,2353,0,13,-2,0,0,0,0,,1,1,1,,,
1096,2353,0,14,1,0,2,2,2,,0,0,0,,,
1097,2357,1,14,0,0,2,2,2,,0,0,0,,,
1098,2357,2,15,0,0,2,2,2,,1,1,1,,,
1099,2357,2,16,0,0,2,2,2,,1,1,1,,,
1100,2357,1,13,0,0,0,0,0,,0,0,0,,,
1101,2357,2,15,1,0,2,2,2,,1,1,1,,,
1102,2358,2,15,1,0,2,2,2,,1,1,1,,,
1103,2358,0,15,0,0,2,2,2,,0,0,0,,,
1104,2366,0,14,0,1,0,0,0,,1,1,1,,,
1105,2366,0,14,1,1,2,2,2,,0,0,0,,,
1106,2366,2,14,1,1,2,2,2,,1,1,1,,,
1107,2366,1,15,0,1,0,0,0,,0,0,0,,,
1108,2373,2,16,1,0,2,2,2,,1,1,1,,,
1109,2373,2,13,0,0,0,0,0,,0,0,0,,,
1110,2373,2,13,1,0,2,2,2,,1,1,1,,,
1111,2380,2,15,3,1,2,2,2,,1,1,1,,,
1112,2382,1,14,3,1,2,2,2,,0,0,0,,,
1113,2382,2,14,2,1,2,2,2,,1,1,1,,,
1114,2382,1,14,2,1,2,2,2,,0,0,0,,,
1115,2382,2,14,3,1,2,2,2,,1,1,1,,,
1116,2382,2,14,3,1,2,2,2,,1,1,1,,,
1117,2385,0,16,0,1,2,2,2,,0,0,0,,,
1118,2388,2,18,3,1,2,2,2,,1,1,1,,,
1119,2388,2,17,2,1,2,2,2,,1,1,1,,,
1120,2388,0,17,0,1,2,2,2,,0,0,0,,,
1121,2388,2,17,1,1,2,2,2,,1,1,1,,,
1122,2391,2,15,8,1,2,2,2,,1,1,1,,,
1123,2391,2,15,-1,0,0,0,0,,0,0,0,,,
1124,2392,2,18,4,0,2,2,2,,1,1,1,,,
1125,2392,2,17,2,0,2,2,2,,1,1,1,,,
1126,2392,2,13,-3,0,0,0,0,,0,0,0,,,
1127,2392,0,14,-1,0,0,0,0,,1,1,1,,,
1128,2392,2,15,0,0,2,2,2,,1,1,1,,,
1129,2399,0,14,0,1,0,0,0,,1,1,1,,,
1130,2399,0,14,0,1,0,0,0,,1,1,1,,,
1131,2399,0,14,0,1,0,0,0,,1,1,1,,,
1132,2417,2,15,0,1,0,0,0,,0,0,0,,,
1133,2417,2,14,0,1,0,0,0,,0,0,0,,,
1134,2417,2,13,0,1,0,0,0,,0,0,0,,,
1135,2417,0,15,0,1,0,0,0,,1,1,1,,,
1136,2417,1,13,1,1,0,0,0,,0,0,0,,,
1137,2421,0,15,0,1,0,0,0,,1,1,1,,,
1138,2424,0,15,0,1,0,0,0,,1,1,1,,,
1139,2424,2,14,3,1,2,2,2,,1,1,1,,,
1140,2425,0,15,0,1,0,0,0,,1,1,1,,,
1141,2428,0,13,0,1,0,0,0,,1,1,1,,,
1142,2428,0,13,0,1,0,0,0,,1,1,1,,,
1143,2428,2,15,0,0,2,2,2,,1,1,1,,,
1144,2434,0,17,4,0,2,2,2,,0,0,0,,,
1145,2435,0,14,1,0,2,2,2,,0,0,0,,,
1146,2438,0,13,-1,0,0,0,0,,1,1,1,,,
1147,2438,1,13,0,0,0,0,0,,0,0,0,,,
1148,2446,2,17,0,0,2,2,2,,1,1,1,,,
1149,2449,0,17,-2,0,0,0,0,,1,1,1,,,
1150,2454,2,17,1,0,2,2,2,,1,1,1,,,
1151,2454,2,16,0,0,2,2,2,,1,1,1,,,
1152,2454,0,16,1,0,2,2,2,,0,0,0,,,
1153,2464,1,12,-2,0,0,0,0,,0,0,0,,,
1154,2465,0,15,2,1,2,2,2,,0,0,0,,,
1155,2465,2,15,0,1,0,0,0,,0,0,0,,,
1156,2465,2,19,-1,0,2,2,2,,1,1,1,,,
1157,2465,2,19,0,0,2,2,2,,1,1,1,,,
1158,2465,2,18,-1,0,2,2,2,,1,1,1,,,
1159,2466,0,15,-3,1,0,0,0,,1,1,1,,,
1160,2466,0,14,-2,1,0,0,0,,1,1,1,,,
1161,2467,2,16,2,1,2,2,2,,1,1,1,,,
1162,2467,0,16,2,1,2,2,2,,0,0,0,,,
1163,2467,2,18,0,0,2,2,2,,1,1,1,,,
1164,2467,2,17,0,0,2,2,2,,1,1,1,,,
1165,2467,2,19,2,0,2,2,2,,1,1,1,,,
1166,2467,2,18,0,0,2,2,2,,1,1,1,,,
1167,2469,0,16,0,0,2,2,2,,0,0,0,,,
1168,2479,2,15,0,0,2,2,2,,1,1,1,,,
1169,2481,1,16,-1,1,0,0,0,,0,0,0,,,
1170,2481,2,15,0,0,2,2,2,,1,1,1,,,
1171,2484,1,14,-1,0,0,0,0,,0,0,0,,,
1172,2488,2,17,0,0,2,2,2,,1,1,1,,,
1173,2488,2,17,0,0,2,2,2,,1,1,1,,,
1174,2488,2,16,0,0,2,2,2,,1,1,1,,,
1175,2488,0,15,0,0,2,2,2,,0,0,0,,,
1176,2490,2,17,0,0,2,2,2,,1,1,1,,,
1177,2490,2,17,0,0,2,2,2,,1,1,1,,,
1178,2505,0,12,-2,1,0,0,0,,1,1,1,,,
1179,2505,0,13,-1,1,0,0,0,,1,1,1,,,
1180,2508,1,15,-3,0,0,0,0,,0,0,0,,,
1181,2508,0,16,-1,0,2,2,2,,0,0,0,,,
1182,2517,0,14,0,1,0,0,0,,1,1,1,,,
1183,2521,0,14,0,1,0,0,0,,1,1,1,,,
1184,2521,1,15,2,1,2,2,2,,0,0,0,,,
1185,2521,2,15,4,1,2,2,2,,1,1,1,,,
1186,2529,2,17,2,1,2,2,2,,1,1,1,,,
1187,2529,2,16,1,1,2,2,2,,1,1,1,,,
1188,2529,2,14,0,1,0,0,0,,0,0,0,,,
1189,2529,0,14,2,1,2,2,2,,0,0,0,,,
1190,2533,0,15,-1,1,0,0,0,,1,1,1,,,
1191,2533,2,16,4,1,2,2,2,,1,1,1,,,
1192,2533,0,15,0,0,2,2,2,,0,0,0,,,
1193,2533,2,15,1,0,2,2,2,,1,1,1,,,
1194,2533,2,14,0,0,2,2,2,,1,1,1,,,
1195,2534,1,14,-1,0,0,0,0,,0,0,0,,,
1196,2540,0,12,-6,0,0,0,0,,1,1,1,,,
1197,2540,0,14,0,0,2,2,2,,0,0,0,,,
1198,2540,2,13,0,0,0,0,0,,0,0,0,,,
1199,2545,2,16,4,1,2,2,2,,1,1,1,,,
1200,2548,1,18,8,1,2,2,2,,0,0,0,,,
1201,2548,2,21,4,0,2,2,2,,1,1,1,,,
1202,2548,1,14,-1,0,0,0,0,,0,0,0,,,
1203,2548,0,14,-1,0,0,0,0,,1,1,1,,,
1204,2559,0,15,-2,1,0,0,0,,1,1,1,,,
1205,2559,0,13,-2,0,0,0,0,,1,1,1,,,
1206,2559,2,23,7,0,2,2,2,,1,1,1,,,
1207,2560,2,16,3,1,2,2,2,,1,1,1,,,
1208,2560,2,15,0,1,0,0,0,,0,0,0,,,
1209,2562,2,15,0,1,0,0,0,,0,0,0,,,
1210,2562,0,14,-1,0,0,0,0,,1,1,1,,,
1211,2562,1,15,0,0,2,2,2,,0,0,0,,,
1212,2565,0,16,-2,0,0,0,0,,1,1,1,,,
1213,2565,1,16,-1,0,2,2,2,,0,0,0,,,
1214,2580,2,16,2,0,2,2,2,,1,1,1,,,
1215,2580,0,14,0,0,2,2,2,,0,0,0,,,
1216,2580,0,15,2,0,2,2,2,,0,0,0,,,
1217,2584,0,12,0,1,0,0,0,,1,1,1,,,
1218,2586,2,13,0,0,0,0,0,,0,0,0,,,
1219,2586,2,16,3,0,2,2,2,,1,1,1,,,
1220,2588,0,16,2,0,2,2,2,,0,0,0,,,
1221,2588,2,16,3,0,2,2,2,,1,1,1,,,
1222,2589,0,12,-3,1,0,0,0,,1,1,1,,,
1223,2589,2,15,4,1,2,2,2,,1,1,1,,,
1224,2589,1,14,2,1,2,2,2,,0,0,0,,,
1225,2589,0,13,1,0,2,2,2,,0,0,0,,,
1226,2597,2,13,1,0,2,2,2,,1,1,1,,,
1227,2599,2,14,1,0,2,2,2,,1,1,1,,,
1228,2606,2,17,1,0,2,2,2,,1,1,1,,,
1229,2606,0,11,-1,0,0,0,0,,1,1,1,,,
1230,2607,2,19,9,0,2,2,2,,1,1,1,,,
1231,2607,2,15,2,0,2,2,2,,1,1,1,,,
1232,2608,2,14,-2,0,0,0,0,,0,0,0,,,
1233,2608,2,15,-1,0,0,0,0,,0,0,0,,,
1234,2609,2,15,-2,1,0,0,0,,0,0,0,,,
1235,2609,1,15,-2,1,0,0,0,,0,0,0,,,
1236,2609,0,14,0,0,2,2,2,,0,0,0,,,
1237,2610,2,18,5,1,2,2,2,,1,1,1,,,
1238,2610,0,18,-3,0,0,0,0,,1,1,1,,,
1239,2610,0,16,-2,0,0,0,0,,1,1,1,,,
1240,2610,2,15,-2,0,0,0,0,,0,0,0,,,
1241,2610,2,17,0,0,2,2,2,,1,1,1,,,
1242,2611,0,15,0,0,2,2,2,,0,0,0,,,
1243,2611,1,14,-2,0,0,0,0,,0,0,0,,,
1244,2613,2,17,1,1,2,2,2,,1,1,1,,,
1245,2613,2,17,1,1,2,2,2,,1,1,1,,,
1246,2613,2,17,2,1,2,2,2,,1,1,1,,,
1247,2613,2,16,0,0,2,2,2,,1,1,1,,,
1248,2621,2,17,0,1,2,2,2,,1,1,1,,,
1249,2621,0,14,-3,0,0,0,0,,1,1,1,,,
1250,2621,0,16,-1,0,2,2,2,,0,0,0,,,
1251,2633,2,16,3,1,2,2,2,,1,1,1,,,
1252,2633,0,15,2,1,2,2,2,,0,0,0,,,
1253,2633,2,14,3,1,2,2,2,,1,1,1,,,
1254,2653,2,14,0,0,2,2,2,,1,1,1,,,
1255,2655,1,13,-2,0,0,0,0,,0,0,0,,,
1256,2655,2,15,1,0,2,2,2,,1,1,1,,,
1257,2655,0,14,0,0,2,2,2,,0,0,0,,,
1258,2663,2,18,0,0,2,2,2,,1,1,1,,,
1259,2670,0,15,0,1,0,0,0,,1,1,1,,,
1260,2677,2,18,1,1,2,2,2,,1,1,1,,,
1261,2677,2,17,3,1,2,2,2,,1,1,1,,,
1262,2677,2,16,1,0,2,2,2,,1,1,1,,,
1263,2680,2,18,4,1,2,2,2,,1,1,1,,,
1264,2680,0,16,-1,1,0,0,0,,1,1,1,,,
1265,2680,0,16,0,1,2,2,2,,0,0,0,,,
1266,2680,0,15,0,1,0,0,0,,1,1,1,,,
1267,2680,0,15,-1,1,0,0,0,,1,1,1,,,
1268,2680,2,14,0,1,0,0,0,,0,0,0,,,
1269,2680,2,15,6,1,2,2,2,,1,1,1,,,
1270,2684,1,17,0,1,2,2,2,,0,0,0,,,
1271,2684,0,14,0,1,0,0,0,,1,1,1,,,
1272,2684,1,15,0,1,0,0,0,,0,0,0,,,
1273,2684,2,15,0,1,0,0,0,,0,0,0,,,
1274,2684,0,13,0,1,0,0,0,,1,1,1,,,
1275,2685,0,14,-3,0,0,0,0,,1,1,1,,,
1276,2685,2,15,0,0,2,2,2,,1,1,1,,,
1277,2685,0,13,-1,0,0,0,0,,1,1,1,,,
1278,2685,0,15,0,0,2,2,2,,0,0,0,,,
1279,2686,1,15,0,1,0,0,0,,0,0,0,,,
1280,2686,0,14,0,1,0,0,0,,1,1,1,,,
1281,2686,0,14,-2,0,0,0,0,,1,1,1,,,
1282,2689,2,16,0,0,2,2,2,,1,1,1,,,
1283,2689,0,14,-1,0,0,0,0,,1,1,1,,,
1284,2694,0,12,0,1,0,0,0,,1,1,1,,,
1285,2694,0,14,-1,0,0,0,0,,1,1,1,,,
1286,2701,0,15,-2,1,0,0,0,,1,1,1,,,
1287,2702,2,13,1,0,2,2,2,,1,1,1,,,
1288,2702,0,14,3,0,2,2,2,,0,0,0,,,
1289,2709,0,16,-1,0,2,2,2,,0,0,0,,,
1290,2709,1,15,0,0,2,2,2,,0,0,0,,,
1291,2709,2,14,0,0,2,2,2,,1,1,1,,,
1292,2711,0,15,0,0,2,2,2,,0,0,0,,,
1293,2711,2,14,0,0,2,2,2,,1,1,1,,,
1294,2711,2,17,1,0,2,2,2,,1,1,1,,,
1295,2719,2,18,1,0,2,2,2,,1,1,1,,,
1296,2727,2,16,1,1,2,2,2,,1,1,1,,,
1297,2727,0,16,7,1,2,2,2,,0,0,0,,,
1298,2728,2,16,1,0,2,2,2,,1,1,1,,,
1299,2730,0,14,-1,0,0,0,0,,1,1,1,,,
1300,2730,2,14,-1,0,0,0,0,,0,0,0,,,
1301,2730,1,16,0,0,2,2,2,,0,0,0,,,
1302,2730,0,15,0,0,2,2,2,,0,0,0,,,
1303,2737,2,14,0,1,0,0,0,,0,0,0,,,
1304,2737,2,15,4,1,2,2,2,,1,1,1,,,
1305,2739,0,12,-3,0,0,0,0,,1,1,1,,,
1306,2739,1,13,-2,0,0,0,0,,0,0,0,,,
1307,2755,2,17,3,0,2,2,2,,1,1,1,,,
1308,2755,2,13,0,0,0,0,0,,0,0,0,,,
1309,2755,2,15,0,0,2,2,2,,1,1,1,,,
1310,2757,0,11,-3,0,0,0,0,,1,1,1,,,
1311,2757,2,13,0,0,0,0,0,,0,0,0,,,
1312,2758,1,16,1,0,2,2,2,,0,0,0,,,
1313,2759,0,13,0,0,0,0,0,,1,1,1,,,
1314,2760,2,15,1,0,2,2,2,,1,1,1,,,
1315,2760,0,14,1,0,2,2,2,,0,0,0,,,
1316,2761,2,18,0,0,2,2,2,,1,1,1,,,
1317,2761,2,18,1,0,2,2,2,,1,1,1,,,
1318,2763,2,16,-1,0,2,2,2,,1,1,1,,,
1319,2763,0,14,-3,0,0,0,0,,1,1,1,,,
1320,2770,0,14,-1,1,0,0,0,,1,1,1,,,
1321,2770,2,14,1,1,2,2,2,,1,1,1,,,
1322,2781,0,12,0,0,0,0,0,,1,1,1,,,
1323,2784,2,14,4,1,2,2,2,,1,1,1,,,
1324,2784,0,16,4,0,2,2,2,,0,0,0,,,
1325,2784,2,13,1,0,2,2,2,,1,1,1,,,
1326,2790,0,14,-1,1,0,0,0,,1,1,1,,,
1327,2802,2,16,1,1,2,2,2,,1,1,1,,,
1328,2802,2,17,1,1,2,2,2,,1,1,1,,,
1329,2802,2,16,1,1,2,2,2,,1,1,1,,,
1330,2802,2,17,2,1,2,2,2,,1,1,1,,,
1331,2804,2,15,5,1,2,2,2,,1,1,1,,,
1332,2804,1,13,1,1,0,0,0,,0,0,0,,,
1333,2804,2,14,0,0,2,2,2,,1,1,1,,,
1334,2804,1,14,0,0,2,2,2,,0,0,0,,,
1335,2805,0,18,0,1,2,2,2,,0,0,0,,,
1336,2805,0,16,0,1,2,2,2,,0,0,0,,,
1337,2805,2,16,0,1,2,2,2,,1,1,1,,,
1338,2805,2,16,0,1,2,2,2,,1,1,1,,,
1339,2805,0,16,0,0,2,2,2,,0,0,0,,,
1340,2805,2,19,3,0,2,2,2,,1,1,1,,,
1341,2811,2,14,1,0,2,2,2,,1,1,1,,,
1342,2814,2,17,0,0,2,2,2,,1,1,1,,,
1343,2815,2,16,0,0,2,2,2,,1,1,1,,,
1344,2816,2,14,0,1,0,0,0,,0,0,0,,,
1345,2816,2,17,3,1,2,2,2,,1,1,1,,,
1346,2816,2,16,0,0,2,2,2,,1,1,1,,,
1347,2816,0,16,0,0,2,2,2,,0,0,0,,,
1348,2817,0,15,0,1,0,0,0,,1,1,1,,,
1349,2817,1,16,0,1,2,2,2,,0,0,0,,,
1350,2817,0,16,0,1,2,2,2,,0,0,0,,,
1351,2817,1,15,-2,0,0,0,0,,0,0,0,,,
1352,2820,2,17,0,0,2,2,2,,1,1,1,,,
1353,2820,2,19,2,0,2,2,2,,1,1,1,,,
1354,2820,2,18,1,0,2,2,2,,1,1,1,,,
1355,2821,0,16,-2,0,0,0,0,,1,1,1,,,
1356,2821,2,18,2,0,2,2,2,,1,1,1,,,
1357,2823,2,18,2,0,2,2,2,,1,1,1,,,
1358,2823,2,14,-1,0,0,0,0,,0,0,0,,,
1359,2823,2,16,0,0,2,2,2,,1,1,1,,,
1360,2823,0,18,2,0,2,2,2,,0,0,0,,,
1361,2827,2,17,2,0,2,2,2,,1,1,1,,,
1362,2827,2,16,2,0,2,2,2,,1,1,1,,,
1363,2830,0,13,-3,1,0,0,0,,1,1,1,,,
1364,2830,0,14,-3,0,0,0,0,,1,1,1,,,
1365,2836,0,10,-5,0,0,0,0,,1,1,1,,,
1366,2836,2,15,0,0,2,2,2,,1,1,1,,,
1367,2837,2,17,1,1,2,2,2,,1,1,1,,,
1368,2837,2,15,0,1,0,0,0,,0,0,0,,,
1369,2837,2,19,5,1,2,2,2,,1,1,1,,,
1370,2837,2,16,2,1,2,2,2,,1,1,1,,,
1371,2837,2,16,1,1,2,2,2,,1,1,1,,,
1372,2840,1,15,-4,0,0,0,0,,0,0,0,,,
1373,2841,2,14,1,0,2,2,2,,1,1,1,,,
1374,2859,2,17,1,0,2,2,2,,1,1,1,,,
1375,2859,2,17,1,0,2,2,2,,1,1,1,,,
1376,2861,0,13,-1,0,0,0,0,,1,1,1,,,
1377,2871,2,16,1,0,2,2,2,,1,1,1,,,
1378,2871,0,16,2,0,2,2,2,,0,0,0,,,
1379,2871,0,13,-1,0,0,0,0,,1,1,1,,,
1380,2873,0,15,-1,0,0,0,0,,1,1,1,,,
1381,2875,0,14,-1,0,0,0,0,,1,1,1,,,
1382,2875,1,14,0,0,2,2,2,,0,0,0,,,
1383,2883,2,15,2,1,2,2,2,,1,1,1,,,
1384,2883,0,16,1,1,2,2,2,,0,0,0,,,
1385,2883,2,18,4,1,2,2,2,,1,1,1,,,
1386,2885,2,16,0,1,2,2,2,,1,1,1,,,
1387,2885,2,16,2,1,2,2,2,,1,1,1,,,
1388,2885,2,16,-4,0,0,0,0,,0,0,0,,,
1389,2886,2,16,2,1,2,2,2,,1,1,1,,,
1390,2886,0,15,0,1,0,0,0,,1,1,1,,,
1391,2886,2,16,1,1,2,2,2,,1,1,1,,,
1392,2890,1,18,3,1,2,2,2,,0,0,0,,,
1393,2890,2,16,0,1,2,2,2,,1,1,1,,,
1394,2890,0,16,-1,1,0,0,0,,1,1,1,,,
1395,2896,0,15,-1,0,0,0,0,,1,1,1,,,
1396,2901,0,18,3,1,2,2,2,,0,0,0,,,
1397,2901,0,15,2,1,2,2,2,,0,0,0,,,
1398,2904,2,15,0,0,2,2,2,,1,1,1,,,
1399,2904,0,15,-1,0,0,0,0,,1,1,1,,,
1400,2910,1,15,0,0,2,2,2,,0,0,0,,,
1401,2915,0,16,-2,0,0,0,0,,1,1,1,,,
1402,2915,2,16,0,0,2,2,2,,1,1,1,,,
1403,2916,0,13,-2,0,0,0,0,,1,1,1,,,
1404,2917,0,14,0,0,2,2,2,,0,0,0,,,
1405,2917,2,17,5,0,2,2,2,,1,1,1,,,
1406,2917,2,18,6,0,2,2,2,,1,1,1,,,
1407,2918,0,11,-1,0,0,0,0,,1,1,1,,,
1408,2939,0,14,2,1,2,2,2,,0,0,0,,,
1409,2939,2,15,3,1,2,2,2,,1,1,1,,,
1410,2939,2,15,1,1,2,2,2,,1,1,1,,,
1411,2939,1,14,-2,0,0,0,0,,0,0,0,,,
1412,2939,0,15,-1,0,0,0,0,,1,1,1,,,
1413,2939,2,15,2,0,2,2,2,,1,1,1,,,
1414,2947,2,16,-1,0,2,2,2,,1,1,1,,,
1415,2947,1,15,-1,0,0,0,0,,0,0,0,,,
1416,2950,1,17,5,1,2,2,2,,0,0,0,,,
1417,2950,2,17,0,1,2,2,2,,1,1,1,,,
1418,2950,2,16,1,1,2,2,2,,1,1,1,,,
