ID,SubVehID,Choice,Gap,RelativeSpeed,TW,Predicted,Predicted_1,Predicted_Class
745,1640,2,17,0,0,2,2,2
746,1641,0,14,-4,1,0,0,0
747,1641,0,14,-2,1,0,0,0
748,1642,2,18,1,0,2,2,2
749,1642,2,18,3,0,2,2,2
750,1643,0,17,0,0,2,2,2
751,1643,1,17,-1,0,2,2,2
752,1644,2,18,1,0,2,2,2
753,1644,2,16,0,0,2,2,2
754,1645,2,18,2,0,2,2,2
755,1645,0,16,0,0,2,2,2
756,1645,2,17,0,0,2,2,2
757,1646,2,18,0,0,2,2,2
758,1646,2,15,-2,0,0,0,0
759,1646,0,16,0,0,2,2,2
760,1646,0,16,-2,0,0,0,0
761,1652,0,13,-3,0,0,0,0
762,1652,0,13,-2,0,0,0,0
763,1653,0,14,-1,0,0,0,0
764,1659,2,13,0,0,0,0,0
765,1659,2,16,1,0,2,2,2
766,1659,2,15,1,0,2,2,2
767,1661,2,15,1,0,2,2,2
768,1664,2,15,3,1,2,2,2
769,1664,2,16,4,1,2,2,2
770,1664,0,13,-2,0,0,0,0
771,1669,2,16,0,1,2,2,2
772,1669,0,15,0,1,0,0,0
773,1669,2,16,0,1,2,2,2
774,1669,2,16,1,1,2,2,2
775,1669,2,16,1,1,2,2,2
776,1669,0,15,0,1,0,0,0
777,1672,2,15,1,0,2,2,2
778,1675,2,16,1,0,2,2,2
779,1675,2,15,2,0,2,2,2
780,1679,2,16,1,0,2,2,2
781,1681,2,17,0,0,2,2,2
782,1681,2,17,0,0,2,2,2
783,1681,2,17,1,0,2,2,2
784,1681,1,16,0,0,2,2,2
785,1681,2,17,1,0,2,2,2
786,1684,2,17,0,0,2,2,2
787,1686,0,15,-1,1,0,0,0
788,1686,0,15,0,1,0,0,0
789,1686,0,13,0,1,0,0,0
790,1693,2,17,1,1,2,2,2
791,1693,2,18,3,1,2,2,2
792,1693,1,17,3,1,2,2,2
793,1693,2,16,0,0,2,2,2
794,1694,2,18,1,1,2,2,2
795,1694,2,18,2,1,2,2,2
796,1694,2,17,0,0,2,2,2
797,1694,2,18,1,0,2,2,2
798,1703,2,16,1,1,2,2,2
799,1706,2,15,1,1,2,2,2
800,1706,1,17,2,1,2,2,2
801,1706,2,16,1,1,2,2,2
802,1706,0,17,0,0,2,2,2
803,1706,2,16,0,0,2,2,2
804,1706,0,16,0,0,2,2,2
805,1706,0,15,0,0,2,2,2
806,1711,1,18,1,1,2,2,2
807,1711,2,17,1,1,2,2,2
808,1720,2,16,0,1,2,2,2
809,1720,0,15,-1,1,0,0,0
810,1723,1,16,1,0,2,2,2
811,1728,1,16,-2,0,0,0,0
812,1729,0,16,-1,0,2,2,2
813,1729,2,16,0,0,2,2,2
814,1739,0,15,1,1,2,2,2
815,1739,1,16,0,0,2,2,2
816,1740,0,16,0,0,2,2,2
817,1740,2,17,2,0,2,2,2
818,1740,2,15,0,0,2,2,2
819,1740,2,17,0,0,2,2,2
820,1746,2,16,0,0,2,2,2
821,1746,2,17,0,0,2,2,2
822,1747,2,17,0,0,2,2,2
823,1749,2,18,3,1,2,2,2
824,1749,2,18,1,0,2,2,2
825,1750,2,17,0,0,2,2,2
826,1750,2,16,0,0,2,2,2
827,1750,2,17,0,0,2,2,2
828,1758,1,7,3,0,0,0,0
829,1763,0,8,0,0,0,0,0
830,1763,0,3,-2,0,0,0,0
831,1770,2,17,2,1,2,2,2
832,1778,0,15,0,1,0,0,0
833,1778,0,15,-2,1,0,0,0
834,1778,2,14,0,1,0,0,0
835,1778,2,13,5,0,2,2,2
836,1778,2,17,5,0,2,2,2
837,1783,0,13,-1,1,0,0,0
838,1783,2,13,-2,1,0,0,0
839,1785,2,15,1,0,2,2,2
840,1785,0,14,0,0,2,2,2
841,1785,2,15,1,0,2,2,2
842,1791,2,15,1,0,2,2,2
843,1791,2,14,0,0,2,2,2
844,1800,0,14,1,1,2,2,2
845,1801,2,19,5,1,2,2,2
846,1802,0,13,-2,1,0,0,0
847,1802,2,15,0,1,0,0,0
848,1802,2,14,0,1,0,0,0
849,1802,2,14,0,0,2,2,2
850,1807,1,16,0,1,2,2,2
851,1807,2,17,2,1,2,2,2
852,1807,1,17,2,1,2,2,2
853,1807,2,16,2,1,2,2,2
854,1816,1,15,0,0,2,2,2
855,1816,1,15,0,0,2,2,2
856,1823,0,14,1,1,2,2,2
857,1823,0,14,-1,1,0,0,0
858,1823,0,13,0,1,0,0,0
859,1830,1,13,-1,0,0,0,0
860,1830,0,13,-1,0,0,0,0
861,1831,2,16,10,1,2,2,2
862,1831,2,16,3,1,2,2,2
863,1831,2,16,0,1,2,2,2
864,1835,0,12,-1,1,0,0,0
865,1835,0,16,0,0,2,2,2
866,1851,2,12,0,1,0,0,0
867,1854,2,13,0,1,0,0,0
868,1854,2,12,2,1,2,2,2
869,1854,2,13,2,1,2,2,2
870,1860,2,14,2,1,2,2,2
871,1860,2,14,4,1,2,2,2
872,1863,0,14,0,0,2,2,2
873,1863,0,12,-2,0,0,0,0
874,1873,0,17,-1,1,2,2,2
875,1873,0,17,0,1,2,2,2
876,1873,1,17,0,1,2,2,2
877,1873,0,16,0,1,2,2,2
878,1873,2,17,0,1,2,2,2
879,1873,2,18,1,1,2,2,2
880,1873,2,16,0,0,2,2,2
881,1880,2,16,0,1,2,2,2
882,1880,2,16,1,1,2,2,2
883,1880,2,16,1,1,2,2,2
884,1880,0,15,0,1,0,0,0
885,1880,2,16,1,1,2,2,2
886,1881,0,16,0,0,2,2,2
887,1881,2,16,0,0,2,2,2
888,1881,2,16,3,0,2,2,2
889,1882,0,15,-1,0,0,0,0
890,1882,2,19,3,0,2,2,2
891,1882,2,16,0,0,2,2,2
892,1889,1,16,0,1,2,2,2
893,1889,2,18,1,0,2,2,2
894,1889,1,17,0,0,2,2,2
895,1902,0,14,-2,1,0,0,0
896,1902,2,15,0,0,2,2,2
897,1904,0,15,-2,0,0,0,0
898,1904,2,16,1,0,2,2,2
899,1904,2,15,0,0,2,2,2
900,1904,0,15,0,0,2,2,2
901,1904,2,15,0,0,2,2,2
902,1915,0,12,-1,1,0,0,0
903,1917,0,11,-1,0,0,0,0
904,1918,0,14,1,0,2,2,2
905,1935,1,15,0,0,2,2,2
906,1940,2,14,0,1,0,0,0
907,1940,0,15,0,0,2,2,2
908,1940,2,14,0,0,2,2,2
909,1960,0,15,0,0,2,2,2
910,1962,1,16,0,1,2,2,2
911,1962,2,17,0,1,2,2,2
912,1962,0,15,0,1,0,0,0
913,1962,2,15,0,1,0,0,0
914,1962,0,16,0,1,2,2,2
915,1962,2,16,0,1,2,2,2
916,1962,1,17,1,1,2,2,2
917,1962,2,18,1,1,2,2,2
918,1962,2,17,2,1,2,2,2
919,1966,2,20,0,1,2,2,2
920,1966,1,18,1,1,2,2,2
921,1966,0,18,0,1,2,2,2
922,1966,2,19,3,1,2,2,2
923,1986,0,15,0,1,0,0,0
924,1986,0,16,-1,1,0,0,0
925,1986,1,15,0,1,0,0,0
926,1986,0,14,0,1,0,0,0
927,1986,1,13,0,0,0,0,0
928,1986,2,12,-1,0,0,0,0
929,1987,2,16,1,0,2,2,2
930,1987,2,15,2,0,2,2,2
931,1987,1,14,0,0,2,2,2
932,1987,2,16,0,0,2,2,2
933,1987,0,15,0,0,2,2,2
934,1990,2,16,0,0,2,2,2
935,1996,2,15,1,1,2,2,2
936,1996,1,15,1,1,2,2,2
937,1996,0,17,2,1,2,2,2
938,1996,2,17,1,1,2,2,2
939,1996,2,15,2,1,2,2,2
940,2008,0,13,-3,1,0,0,0
941,2046,0,14,-2,0,0,0,0
942,2046,0,14,0,0,2,2,2
943,2049,2,14,0,0,2,2,2
944,2052,0,14,-1,0,0,0,0
945,2052,0,14,-1,0,0,0,0
946,2056,2,16,0,1,2,2,2
947,2056,2,16,2,1,2,2,2
948,2056,2,16,-1,1,0,0,0
949,2056,2,16,3,1,2,2,2
950,2056,2,17,3,1,2,2,2
951,2062,2,16,1,1,2,2,2
952,2062,0,14,0,1,0,0,0
953,2062,2,14,0,1,0,0,0
954,2062,2,16,1,1,2,2,2
955,2062,0,15,0,1,0,0,0
956,2065,0,15,0,0,2,2,2
957,2065,2,15,0,0,2,2,2
958,2065,2,15,0,0,2,2,2
959,2066,0,12,-5,0,0,0,0
960,2066,0,15,-1,0,0,0,0
961,2075,2,14,1,1,2,2,2
962,2075,2,14,1,1,2,2,2
963,2075,2,14,2,1,2,2,2
964,2077,1,14,0,0,2,2,2
965,2077,0,13,0,0,0,0,0
966,2077,0,13,0,0,0,0,0
967,2086,2,15,2,1,2,2,2
968,2086,2,14,0,0,2,2,2
969,2086,0,13,0,0,0,0,0
970,2097,0,13,1,1,0,0,0
971,2102,1,14,0,1,0,0,0
972,2102,0,14,-1,1,0,0,0
973,2102,2,13,0,1,0,0,0
974,2105,2,14,0,0,2,2,2
975,2117,2,17,2,0,2,2,2
976,2123,2,13,-1,1,0,0,0
977,2129,0,13,0,1,0,0,0
978,2129,2,13,0,1,0,0,0
979,2129,2,13,1,0,2,2,2
980,2136,0,13,0,1,0,0,0
981,2136,0,13,0,1,0,0,0
982,2137,1,14,0,1,0,0,0
983,2137,2,14,0,1,0,0,0
984,2137,1,19,6,1,2,2,2
985,2137,2,15,2,1,2,2,2
986,2137,2,14,3,0,2,2,2
987,2138,0,12,-3,1,0,0,0
988,2138,2,14,0,1,0,0,0
989,2138,0,14,0,1,0,0,0
990,2138,0,13,-3,1,0,0,0
991,2138,0,14,0,1,0,0,0
992,2146,2,17,0,0,2,2,2
993,2146,2,17,1,0,2,2,2
994,2147,2,16,0,1,2,2,2
995,2147,0,13,-2,1,0,0,0
996,2147,0,14,0,1,0,0,0
997,2153,2,16,3,1,2,2,2
998,2153,2,17,3,1,2,2,2
999,2153,2,16,2,1,2,2,2
1000,2162,0,15,2,1,2,2,2
1001,2162,0,13,0,1,0,0,0
1002,2162,2,14,2,1,2,2,2
1003,2165,2,15,0,1,0,0,0
1004,2165,1,16,1,1,2,2,2
1005,2165,0,15,1,1,2,2,2
1006,2165,2,15,0,1,0,0,0
1007,2165,0,15,0,1,0,0,0
1008,2166,2,14,1,0,2,2,2
1009,2166,1,12,0,0,0,0,0
1010,2166,0,13,0,0,0,0,0
1011,2170,2,15,0,1,0,0,0
1012,2170,0,16,0,0,2,2,2
1013,2170,2,15,0,0,2,2,2
1014,2171,0,13,-2,0,0,0,0
1015,2172,2,19,5,1,2,2,2
1016,2172,2,17,2,0,2,2,2
1017,2178,2,18,3,1,2,2,2
1018,2181,2,13,-2,1,0,0,0
1019,2190,0,12,-1,1,0,0,0
1020,2190,1,13,1,1,0,0,0
1021,2190,2,15,3,1,2,2,2
1022,2197,0,14,0,1,0,0,0
1023,2197,2,16,0,1,2,2,2
1024,2218,2,15,-1,1,0,0,0
1025,2218,2,16,0,1,2,2,2
1026,2218,1,17,1,1,2,2,2
1027,2220,0,14,1,1,2,2,2
1028,2220,0,14,0,1,0,0,0
1029,2222,0,13,-2,0,0,0,0
1030,2231,1,11,1,1,0,0,0
1031,2231,2,12,1,1,0,0,0
1032,2231,1,11,0,1,0,0,0
1033,2236,0,14,-2,1,0,0,0
1034,2236,0,13,-1,0,0,0,0
1035,2236,0,13,-1,0,0,0,0
1036,2237,2,15,1,0,2,2,2
1037,2237,1,14,0,0,2,2,2
1038,2237,2,14,0,0,2,2,2
1039,2239,2,13,4,1,2,2,2
1040,2239,0,13,4,1,2,2,2
1041,2240,0,13,-1,0,0,0,0
1042,2240,0,14,0,0,2,2,2
1043,2250,2,16,2,1,2,2,2
1044,2250,2,15,0,1,0,0,0
1045,2250,0,15,1,1,2,2,2
1046,2250,2,15,1,1,2,2,2
1047,2250,2,16,2,1,2,2,2
1048,2250,1,15,0,1,0,0,0
1049,2263,0,13,0,1,0,0,0
1050,2263,1,13,1,1,0,0,0
1051,2280,0,15,-1,1,0,0,0
1052,2280,1,16,2,1,2,2,2
1053,2280,2,14,1,1,2,2,2
1054,2280,0,15,0,1,0,0,0
1055,2280,2,16,1,1,2,2,2
1056,2286,0,15,0,0,2,2,2
1057,2293,1,16,-2,0,0,0,0
1058,2296,2,15,-3,0,0,0,0
1059,2297,0,15,0,0,2,2,2
1060,2297,0,16,0,0,2,2,2
1061,2297,2,16,0,0,2,2,2
1062,2311,0,16,0,1,2,2,2
1063,2311,2,15,2,1,2,2,2
1064,2311,2,17,0,1,2,2,2
1065,2311,2,16,1,1,2,2,2
1066,2311,2,16,0,1,2,2,2
1067,2311,2,16,4,1,2,2,2
1068,2311,2,16,2,1,2,2,2
1069,2311,0,15,-1,0,0,0,0
1070,2314,0,15,0,0,2,2,2
1071,2314,0,17,0,0,2,2,2
1072,2316,1,13,0,1,0,0,0
1073,2318,2,15,1,0,2,2,2
1074,2318,0,12,-1,0,0,0,0
1075,2318,0,10,-2,0,0,0,0
1076,2318,2,12,0,0,0,0,0
1077,2325,2,14,1,0,2,2,2
1078,2325,2,14,0,0,2,2,2
1079,2326,1,16,-1,1,0,0,0
1080,2326,0,15,0,1,0,0,0
1081,2326,1,14,0,1,0,0,0
1082,2326,0,14,1,1,2,2,2
1083,2330,2,17,0,0,2,2,2
1084,2331,2,15,-2,0,0,0,0
1085,2331,0,15,-2,0,0,0,0
1086,2331,0,14,-1,0,0,0,0
1087,2331,0,14,-1,0,0,0,0
1088,2336,2,13,-4,1,0,0,0
1089,2336,0,14,-2,1,0,0,0
1090,2336,1,17,0,0,2,2,2
1091,2351,0,14,-3,1,0,0,0
1092,2351,1,16,0,1,2,2,2
1093,2351,2,15,0,1,0,0,0
1094,2351,0,14,0,1,0,0,0
1095,2353,0,13,-2,0,0,0,0
1096,2353,0,14,1,0,2,2,2
1097,2357,1,14,0,0,2,2,2
1098,2357,2,15,0,0,2,2,2
1099,2357,2,16,0,0,2,2,2
1100,2357,1,13,0,0,0,0,0
1101,2357,2,15,1,0,2,2,2
1102,2358,2,15,1,0,2,2,2
1103,2358,0,15,0,0,2,2,2
1104,2366,0,14,0,1,0,0,0
1105,2366,0,14,1,1,2,2,2
1106,2366,2,14,1,1,2,2,2
1107,2366,1,15,0,1,0,0,0
1108,2373,2,16,1,0,2,2,2
1109,2373,2,13,0,0,0,0,0
1110,2373,2,13,1,0,2,2,2
1111,2380,2,15,3,1,2,2,2
1112,2382,1,14,3,1,2,2,2
1113,2382,2,14,2,1,2,2,2
1114,2382,1,14,2,1,2,2,2
1115,2382,2,14,3,1,2,2,2
1116,2382,2,14,3,1,2,2,2
1117,2385,0,16,0,1,2,2,2
1118,2388,2,18,3,1,2,2,2
1119,2388,2,17,2,1,2,2,2
1120,2388,0,17,0,1,2,2,2
1121,2388,2,17,1,1,2,2,2
1122,2391,2,15,8,1,2,2,2
1123,2391,2,15,-1,0,0,0,0
1124,2392,2,18,4,0,2,2,2
1125,2392,2,17,2,0,2,2,2
1126,2392,2,13,-3,0,0,0,0
1127,2392,0,14,-1,0,0,0,0
1128,2392,2,15,0,0,2,2,2
1129,2399,0,14,0,1,0,0,0
1130,2399,0,14,0,1,0,0,0
1131,2399,0,14,0,1,0,0,0
1132,2417,2,15,0,1,0,0,0
1133,2417,2,14,0,1,0,0,0
1134,2417,2,13,0,1,0,0,0
1135,2417,0,15,0,1,0,0,0
1136,2417,1,13,1,1,0,0,0
1137,2421,0,15,0,1,0,0,0
1138,2424,0,15,0,1,0,0,0
1139,2424,2,14,3,1,2,2,2
1140,2425,0,15,0,1,0,0,0
1141,2428,0,13,0,1,0,0,0
1142,2428,0,13,0,1,0,0,0
1143,2428,2,15,0,0,2,2,2
1144,2434,0,17,4,0,2,2,2
1145,2435,0,14,1,0,2,2,2
1146,2438,0,13,-1,0,0,0,0
1147,2438,1,13,0,0,0,0,0
1148,2446,2,17,0,0,2,2,2
1149,2449,0,17,-2,0,0,0,0
1150,2454,2,17,1,0,2,2,2
1151,2454,2,16,0,0,2,2,2
1152,2454,0,16,1,0,2,2,2
1153,2464,1,12,-2,0,0,0,0
1154,2465,0,15,2,1,2,2,2
1155,2465,2,15,0,1,0,0,0
1156,2465,2,19,-1,0,2,2,2
1157,2465,2,19,0,0,2,2,2
1158,2465,2,18,-1,0,2,2,2
1159,2466,0,15,-3,1,0,0,0
1160,2466,0,14,-2,1,0,0,0
1161,2467,2,16,2,1,2,2,2
1162,2467,0,16,2,1,2,2,2
1163,2467,2,18,0,0,2,2,2
1164,2467,2,17,0,0,2,2,2
1165,2467,2,19,2,0,2,2,2
1166,2467,2,18,0,0,2,2,2
1167,2469,0,16,0,0,2,2,2
1168,2479,2,15,0,0,2,2,2
1169,2481,1,16,-1,1,0,0,0
1170,2481,2,15,0,0,2,2,2
1171,2484,1,14,-1,0,0,0,0
1172,2488,2,17,0,0,2,2,2
1173,2488,2,17,0,0,2,2,2
1174,2488,2,16,0,0,2,2,2
1175,2488,0,15,0,0,2,2,2
1176,2490,2,17,0,0,2,2,2
1177,2490,2,17,0,0,2,2,2
1178,2505,0,12,-2,1,0,0,0
1179,2505,0,13,-1,1,0,0,0
1180,2508,1,15,-3,0,0,0,0
1181,2508,0,16,-1,0,2,2,2
1182,2517,0,14,0,1,0,0,0
1183,2521,0,14,0,1,0,0,0
1184,2521,1,15,2,1,2,2,2
1185,2521,2,15,4,1,2,2,2
1186,2529,2,17,2,1,2,2,2
1187,2529,2,16,1,1,2,2,2
1188,2529,2,14,0,1,0,0,0
1189,2529,0,14,2,1,2,2,2
1190,2533,0,15,-1,1,0,0,0
1191,2533,2,16,4,1,2,2,2
1192,2533,0,15,0,0,2,2,2
1193,2533,2,15,1,0,2,2,2
1194,2533,2,14,0,0,2,2,2
1195,2534,1,14,-1,0,0,0,0
1196,2540,0,12,-6,0,0,0,0
1197,2540,0,14,0,0,2,2,2
1198,2540,2,13,0,0,0,0,0
1199,2545,2,16,4,1,2,2,2
1200,2548,1,18,8,1,2,2,2
1201,2548,2,21,4,0,2,2,2
1202,2548,1,14,-1,0,0,0,0
1203,2548,0,14,-1,0,0,0,0
1204,2559,0,15,-2,1,0,0,0
1205,2559,0,13,-2,0,0,0,0
1206,2559,2,23,7,0,2,2,2
1207,2560,2,16,3,1,2,2,2
1208,2560,2,15,0,1,0,0,0
1209,2562,2,15,0,1,0,0,0
1210,2562,0,14,-1,0,0,0,0
1211,2562,1,15,0,0,2,2,2
1212,2565,0,16,-2,0,0,0,0
1213,2565,1,16,-1,0,2,2,2
1214,2580,2,16,2,0,2,2,2
1215,2580,0,14,0,0,2,2,2
1216,2580,0,15,2,0,2,2,2
1217,2584,0,12,0,1,0,0,0
1218,2586,2,13,0,0,0,0,0
1219,2586,2,16,3,0,2,2,2
1220,2588,0,16,2,0,2,2,2
1221,2588,2,16,3,0,2,2,2
1222,2589,0,12,-3,1,0,0,0
1223,2589,2,15,4,1,2,2,2
1224,2589,1,14,2,1,2,2,2
1225,2589,0,13,1,0,2,2,2
1226,2597,2,13,1,0,2,2,2
1227,2599,2,14,1,0,2,2,2
1228,2606,2,17,1,0,2,2,2
1229,2606,0,11,-1,0,0,0,0
1230,2607,2,19,9,0,2,2,2
1231,2607,2,15,2,0,2,2,2
1232,2608,2,14,-2,0,0,0,0
1233,2608,2,15,-1,0,0,0,0
1234,2609,2,15,-2,1,0,0,0
1235,2609,1,15,-2,1,0,0,0
1236,2609,0,14,0,0,2,2,2
1237,2610,2,18,5,1,2,2,2
1238,2610,0,18,-3,0,0,0,0
1239,2610,0,16,-2,0,0,0,0
1240,2610,2,15,-2,0,0,0,0
1241,2610,2,17,0,0,2,2,2
1242,2611,0,15,0,0,2,2,2
1243,2611,1,14,-2,0,0,0,0
1244,2613,2,17,1,1,2,2,2
1245,2613,2,17,1,1,2,2,2
1246,2613,2,17,2,1,2,2,2
1247,2613,2,16,0,0,2,2,2
1248,2621,2,17,0,1,2,2,2
1249,2621,0,14,-3,0,0,0,0
1250,2621,0,16,-1,0,2,2,2
1251,2633,2,16,3,1,2,2,2
1252,2633,0,15,2,1,2,2,2
1253,2633,2,14,3,1,2,2,2
1254,2653,2,14,0,0,2,2,2
1255,2655,1,13,-2,0,0,0,0
1256,2655,2,15,1,0,2,2,2
1257,2655,0,14,0,0,2,2,2
1258,2663,2,18,0,0,2,2,2
1259,2670,0,15,0,1,0,0,0
1260,2677,2,18,1,1,2,2,2
1261,2677,2,17,3,1,2,2,2
1262,2677,2,16,1,0,2,2,2
1263,2680,2,18,4,1,2,2,2
1264,2680,0,16,-1,1,0,0,0
1265,2680,0,16,0,1,2,2,2
1266,2680,0,15,0,1,0,0,0
1267,2680,0,15,-1,1,0,0,0
1268,2680,2,14,0,1,0,0,0
1269,2680,2,15,6,1,2,2,2
1270,2684,1,17,0,1,2,2,2
1271,2684,0,14,0,1,0,0,0
1272,2684,1,15,0,1,0,0,0
1273,2684,2,15,0,1,0,0,0
1274,2684,0,13,0,1,0,0,0
1275,2685,0,14,-3,0,0,0,0
1276,2685,2,15,0,0,2,2,2
1277,2685,0,13,-1,0,0,0,0
1278,2685,0,15,0,0,2,2,2
1279,2686,1,15,0,1,0,0,0
1280,2686,0,14,0,1,0,0,0
1281,2686,0,14,-2,0,0,0,0
1282,2689,2,16,0,0,2,2,2
1283,2689,0,14,-1,0,0,0,0
1284,2694,0,12,0,1,0,0,0
1285,2694,0,14,-1,0,0,0,0
1286,2701,0,15,-2,1,0,0,0
1287,2702,2,13,1,0,2,2,2
1288,2702,0,14,3,0,2,2,2
1289,2709,0,16,-1,0,2,2,2
1290,2709,1,15,0,0,2,2,2
1291,2709,2,14,0,0,2,2,2
1292,2711,0,15,0,0,2,2,2
1293,2711,2,14,0,0,2,2,2
1294,2711,2,17,1,0,2,2,2
1295,2719,2,18,1,0,2,2,2
1296,2727,2,16,1,1,2,2,2
1297,2727,0,16,7,1,2,2,2
1298,2728,2,16,1,0,2,2,2
1299,2730,0,14,-1,0,0,0,0
1300,2730,2,14,-1,0,0,0,0
1301,2730,1,16,0,0,2,2,2
1302,2730,0,15,0,0,2,2,2
1303,2737,2,14,0,1,0,0,0
1304,2737,2,15,4,1,2,2,2
1305,2739,0,12,-3,0,0,0,0
1306,2739,1,13,-2,0,0,0,0
1307,2755,2,17,3,0,2,2,2
1308,2755,2,13,0,0,0,0,0
1309,2755,2,15,0,0,2,2,2
1310,2757,0,11,-3,0,0,0,0
1311,2757,2,13,0,0,0,0,0
1312,2758,1,16,1,0,2,2,2
1313,2759,0,13,0,0,0,0,0
1314,2760,2,15,1,0,2,2,2
1315,2760,0,14,1,0,2,2,2
1316,2761,2,18,0,0,2,2,2
1317,2761,2,18,1,0,2,2,2
1318,2763,2,16,-1,0,2,2,2
1319,2763,0,14,-3,0,0,0,0
1320,2770,0,14,-1,1,0,0,0
1321,2770,2,14,1,1,2,2,2
1322,2781,0,12,0,0,0,0,0
1323,2784,2,14,4,1,2,2,2
1324,2784,0,16,4,0,2,2,2
1325,2784,2,13,1,0,2,2,2
1326,2790,0,14,-1,1,0,0,0
1327,2802,2,16,1,1,2,2,2
1328,2802,2,17,1,1,2,2,2
1329,2802,2,16,1,1,2,2,2
1330,2802,2,17,2,1,2,2,2
1331,2804,2,15,5,1,2,2,2
1332,2804,1,13,1,1,0,0,0
1333,2804,2,14,0,0,2,2,2
1334,2804,1,14,0,0,2,2,2
1335,2805,0,18,0,1,2,2,2
1336,2805,0,16,0,1,2,2,2
1337,2805,2,16,0,1,2,2,2
1338,2805,2,16,0,1,2,2,2
1339,2805,0,16,0,0,2,2,2
1340,2805,2,19,3,0,2,2,2
1341,2811,2,14,1,0,2,2,2
1342,2814,2,17,0,0,2,2,2
1343,2815,2,16,0,0,2,2,2
1344,2816,2,14,0,1,0,0,0
1345,2816,2,17,3,1,2,2,2
1346,2816,2,16,0,0,2,2,2
1347,2816,0,16,0,0,2,2,2
1348,2817,0,15,0,1,0,0,0
1349,2817,1,16,0,1,2,2,2
1350,2817,0,16,0,1,2,2,2
1351,2817,1,15,-2,0,0,0,0
1352,2820,2,17,0,0,2,2,2
1353,2820,2,19,2,0,2,2,2
1354,2820,2,18,1,0,2,2,2
1355,2821,0,16,-2,0,0,0,0
1356,2821,2,18,2,0,2,2,2
1357,2823,2,18,2,0,2,2,2
1358,2823,2,14,-1,0,0,0,0
1359,2823,2,16,0,0,2,2,2
1360,2823,0,18,2,0,2,2,2
1361,2827,2,17,2,0,2,2,2
1362,2827,2,16,2,0,2,2,2
1363,2830,0,13,-3,1,0,0,0
1364,2830,0,14,-3,0,0,0,0
1365,2836,0,10,-5,0,0,0,0
1366,2836,2,15,0,0,2,2,2
1367,2837,2,17,1,1,2,2,2
1368,2837,2,15,0,1,0,0,0
1369,2837,2,19,5,1,2,2,2
1370,2837,2,16,2,1,2,2,2
1371,2837,2,16,1,1,2,2,2
1372,2840,1,15,-4,0,0,0,0
1373,2841,2,14,1,0,2,2,2
1374,2859,2,17,1,0,2,2,2
1375,2859,2,17,1,0,2,2,2
1376,2861,0,13,-1,0,0,0,0
1377,2871,2,16,1,0,2,2,2
1378,2871,0,16,2,0,2,2,2
1379,2871,0,13,-1,0,0,0,0
1380,2873,0,15,-1,0,0,0,0
1381,2875,0,14,-1,0,0,0,0
1382,2875,1,14,0,0,2,2,2
1383,2883,2,15,2,1,2,2,2
1384,2883,0,16,1,1,2,2,2
1385,2883,2,18,4,1,2,2,2
1386,2885,2,16,0,1,2,2,2
1387,2885,2,16,2,1,2,2,2
1388,2885,2,16,-4,0,0,0,0
1389,2886,2,16,2,1,2,2,2
1390,2886,0,15,0,1,0,0,0
1391,2886,2,16,1,1,2,2,2
1392,2890,1,18,3,1,2,2,2
1393,2890,2,16,0,1,2,2,2
1394,2890,0,16,-1,1,0,0,0
1395,2896,0,15,-1,0,0,0,0
1396,2901,0,18,3,1,2,2,2
1397,2901,0,15,2,1,2,2,2
1398,2904,2,15,0,0,2,2,2
1399,2904,0,15,-1,0,0,0,0
1400,2910,1,15,0,0,2,2,2
1401,2915,0,16,-2,0,0,0,0
1402,2915,2,16,0,0,2,2,2
1403,2916,0,13,-2,0,0,0,0
1404,2917,0,14,0,0,2,2,2
1405,2917,2,17,5,0,2,2,2
1406,2917,2,18,6,0,2,2,2
1407,2918,0,11,-1,0,0,0,0
1408,2939,0,14,2,1,2,2,2
1409,2939,2,15,3,1,2,2,2
1410,2939,2,15,1,1,2,2,2
1411,2939,1,14,-2,0,0,0,0
1412,2939,0,15,-1,0,0,0,0
1413,2939,2,15,2,0,2,2,2
1414,2947,2,16,-1,0,2,2,2
1415,2947,1,15,-1,0,0,0,0
1416,2950,1,17,5,1,2,2,2
1417,2950,2,17,0,1,2,2,2
1418,2950,2,16,1,1,2,2,2
1419,2950,2,16,2,1,2,2,2
1420,2950,0,17,3,1,2,2,2
1421,2961,0,15,-1,1,0,0,0
1422,2961,1,13,-1,0,0,0,0
1423,2961,0,14,-1,0,0,0,0
1424,2961,2,16,0,0,2,2,2
1425,2964,0,15,0,0,2,2,2
1426,2964,2,17,1,0,2,2,2
1427,2964,2,16,2,0,2,2,2
1428,2964,2,17,3,0,2,2,2
1429,2986,2,15,0,1,0,0,0
1430,2986,0,14,0,1,0,0,0
1431,2986,2,14,0,1,0,0,0
1432,2986,0,17,5,1,2,2,2
1433,2991,2,15,2,1,2,2,2
1434,2991,0,13,-1,0,0,0,0
1435,2991,0,15,0,0,2,2,2
1436,2999,2,14,0,1,0,0,0
1437,2999,2,15,4,1,2,2,2
1438,3002,2,14,1,1,2,2,2
1439,3002,2,16,4,1,2,2,2
1440,3002,1,16,4,1,2,2,2
1441,3002,0,16,4,1,2,2,2
1442,3003,2,15,0,0,2,2,2
1443,3005,0,12,-5,0,0,0,0
1444,865,1,13,-4,0,0,0,0
1445,865,0,17,0,0,2,2,2
1446,865,0,14,-1,0,0,0,0
