ID,SubVehID,Choice,Gap,RelativeSpeed,TW
796,1694,3,17.8245,-0.234,0
797,1694,3,18.7595,1.287,0
798,1703,3,16.507,1.638,1
799,1706,3,15.5125,1.107,1
800,1706,2,17.5185,2.646,1
801,1706,3,16.677,1.08,1
802,1706,1,17.4675,0.126,0
803,1706,3,16.116,-0.369,0
804,1706,1,16.099,-0.198,0
805,1706,1,15.691,-0.225,0
806,1711,2,18.037,1.089,1
807,1711,3,17.374,1.818,1
808,1720,3,16.6515,0.9,1
809,1720,1,15.096,-1.647,1
810,1723,2,16.5665,1.917,0
811,1728,2,16.167,-2.214,0
812,1729,1,16.0565,-1.008,0
813,1729,3,16.5665,-0.846,0
814,1739,1,15.8355,1.458,1
815,1739,2,16.541,-0.351,0
816,1740,1,16.5665,-0.216,0
817,1740,3,17.765,2.268,0
818,1740,3,15.7505,-0.612,0
819,1740,3,17.034,0.945,0
820,1746,3,16.201,-0.468,0
821,1746,3,17.0085,0.837,0
822,1747,3,17.0595,0.99,0
823,1749,3,18.105,3.222,1
824,1749,3,18.7425,1.908,0
825,1750,3,17.7735,0.621,0
826,1750,3,16.677,-0.126,0
827,1750,3,17.034,0.594,0
828,1758,2,7.65,3.708,0
829,1763,1,8.245,-0.792,0
830,1763,1,3.842,-2.376,0
831,1770,3,17.1445,2.016,1
832,1778,1,15.6485,-0.459,1
833,1778,1,15.2065,-2.61,1
834,1778,3,14.926,0.009,1
835,1778,3,13.9825,5.418,0
836,1778,3,17.153,5.067,0
837,1783,1,13.702,-1.818,1
838,1783,3,13.5405,-2.322,1
839,1785,3,15.249,1.629,0
840,1785,1,14.1525,-0.198,0
841,1785,3,15.215,1.098,0
842,1791,3,15.572,1.359,0
843,1791,3,14.807,0.396,0
844,1800,1,14.4415,1.413,1
845,1801,3,19.771,5.292,1
846,1802,1,13.3025,-2.853,1
847,1802,3,15.317,0.603,1
848,1802,3,14.348,-0.999,1
849,1802,3,14.365,0.522,0
850,1807,2,16.3285,0,1
851,1807,3,17.408,2.646,1
852,1807,2,17.374,2.034,1
853,1807,3,16.5665,2.358,1
854,1816,2,15.2405,0.486,0
855,1816,2,15.861,-0.387,0
856,1823,1,14.9175,1.197,1
857,1823,1,14.739,-1.134,1
858,1823,1,13.6,-0.648,1
859,1830,2,13.4045,-1.701,0
860,1830,1,13.175,-1.521,0
861,1831,3,16.439,10.332,1
862,1831,3,16.711,3.168,1
863,1831,3,16.5155,0.243,1
864,1835,1,12.1465,-1.584,1
865,1835,1,16.8385,0.63,0
866,1851,3,12.648,-0.423,1
867,1854,3,13.0135,0.981,1
868,1854,3,12.6395,2.439,1
869,1854,3,13.039,2.619,1
870,1860,3,14.977,2.808,1
871,1860,3,14.45,4.347,1
872,1863,1,14.8835,0.945,0
873,1863,1,12.801,-2.664,0
874,1873,1,17.1275,-1.161,1
875,1873,1,17.085,0.567,1
876,1873,2,17.204,-0.135,1
877,1873,1,16.983,0.234,1
878,1873,3,17.442,0.765,1
879,1873,3,18.1645,1.224,1
880,1873,3,16.575,0.324,0
881,1880,3,16.1585,0.891,1
882,1880,3,16.014,1.152,1
883,1880,3,16.3285,1.458,1
884,1880,1,15.691,0.981,1
885,1880,3,16.0735,1.998,1
886,1881,1,16.32,0.117,0
887,1881,3,16.626,0.819,0
888,1881,3,16.8895,3.375,0
889,1882,1,15.589,-1.413,0
890,1882,3,19.6775,3.582,0
891,1882,3,16.167,0.549,0
892,1889,2,16.201,-0.09,1
893,1889,3,18.0115,1.656,0
894,1889,2,17.1785,0.765,0
895,1902,1,14.722,-2.25,1
896,1902,3,15.402,0.27,0
897,1904,1,15.5295,-2.898,0
898,1904,3,16.371,1.719,0
899,1904,3,15.2065,0.603,0
900,1904,1,15.6315,0.675,0
901,1904,3,15.0875,0.414,0
902,1915,1,12.546,-1.818,1
903,1917,1,11.9935,-1.332,0
904,1918,1,14.2715,1.818,0
905,1935,2,15.198,-0.414,0
906,1940,3,14.8835,-0.009,1
907,1940,1,15.0705,0.54,0
908,1940,3,14.008,0.909,0
909,1960,1,15.3765,0.045,0
910,1962,2,16.711,-0.9,1
911,1962,3,17.6375,0.288,1
912,1962,1,15.8355,-0.036,1
913,1962,3,15.793,-0.117,1
914,1962,1,16.847,0.792,1
915,1962,3,16.116,0.306,1
916,1962,2,17.7565,1.476,1
917,1962,3,18.598,1.863,1
918,1962,3,17.9095,2.151,1
919,1966,3,20.7145,0.594,1
920,1966,2,18.394,1.782,1
921,1966,1,18.5555,0.297,1
922,1966,3,19.601,3.6,1
923,1986,1,15.3425,-0.963,1
924,1986,1,16.456,-1.836,1
925,1986,2,15.9375,0.333,1
926,1986,1,14.263,-0.288,1
927,1986,2,13.005,-0.756,0
928,1986,3,12.835,-1.269,0
929,1987,3,16.1415,1.593,0
930,1987,3,15.6655,2.043,0
931,1987,2,14.739,-0.792,0
932,1987,3,16.456,-0.252,0
933,1987,1,15.0195,-0.981,0
934,1990,3,16.6515,-0.315,0
935,1996,3,15.4105,1.314,1
936,1996,2,15.572,1.08,1
937,1996,1,17.3995,2.142,1
938,1996,3,17.833,1.566,1
939,1996,3,15.572,2.7,1
940,2008,1,13.4215,-3.591,1
941,2046,1,14.858,-2.403,0
942,2046,1,14.2205,-0.369,0
943,2049,3,14.637,-0.234,0
944,2052,1,14.3735,-1.224,0
945,2052,1,14.127,-1.179,0
946,2056,3,16.4475,-0.405,1
947,2056,3,16.0225,2.511,1
948,2056,3,16.2605,-1.278,1
949,2056,3,16.3795,3.024,1
950,2056,3,17.408,3.753,1
951,2062,3,16.031,1.674,1
952,2062,1,14.7645,0.423,1
953,2062,3,14.6795,0.504,1
954,2062,3,16.1925,1.566,1
955,2062,1,15.283,0.432,1
956,2065,1,15.5975,-0.9,0
957,2065,3,15.5295,-0.189,0
958,2065,3,15.827,-0.423,0
959,2066,1,12.801,-5.418,0
960,2066,1,15.0195,-1.449,0
961,2075,3,14.4075,1.269,1
962,2075,3,14.5605,1.278,1
963,2075,3,14.416,2.313,1
964,2077,2,14.467,0.243,0
965,2077,1,13.889,-0.738,0
966,2077,1,13.6,-0.612,0
967,2086,3,15.266,2.682,1
968,2086,3,14.2375,0.081,0
969,2086,1,13.8125,-0.639,0
970,2097,1,13.5575,1.107,1
971,2102,2,14.1695,-0.189,1
972,2102,1,14.3225,-1.089,1
973,2102,3,13.413,0.522,1
974,2105,3,14.314,-0.909,0
975,2117,3,17.4335,2.286,0
976,2123,3,13.9995,-1.017,1
977,2129,1,13.379,-0.792,1
978,2129,3,13.7785,0.414,1
979,2129,3,13.787,1.314,0
980,2136,1,13.4895,-0.324,1
981,2136,1,13.056,-0.819,1
982,2137,2,14.4755,0.792,1
983,2137,3,14.45,-0.783,1
984,2137,2,19.2185,6.084,1
985,2137,3,15.0195,2.493,1
986,2137,3,14.9855,3.015,0
987,2138,1,12.954,-3.357,1
988,2138,3,14.8325,-0.45,1
989,2138,1,14.773,-0.27,1
990,2138,1,13.158,-3.024,1
991,2138,1,14.943,-0.36,1
992,2146,3,17.0935,0.99,0
993,2146,3,17.119,1.377,0
994,2147,3,16.6175,0.486,1
995,2147,1,13.668,-2.457,1
996,2147,1,14.9855,-0.504,1
997,2153,3,16.4985,3.897,1
998,2153,3,17.1105,3.753,1
999,2153,3,16.3115,2.763,1
1000,2162,1,15.3,2.61,1
1001,2162,1,13.787,0.054,1
1002,2162,3,14.246,2.295,1
1003,2165,3,15.555,-0.189,1
1004,2165,2,16.0905,1.98,1
1005,2165,1,15.8525,1.08,1
1006,2165,3,15.6825,0.27,1
1007,2165,1,15.3765,0.342,1
1008,2166,3,14.909,1.188,0
1009,2166,2,12.6735,-0.657,0
1010,2166,1,13.396,-0.9,0
1011,2170,3,15.249,0.396,1
1012,2170,1,16.507,-0.162,0
1013,2170,3,15.368,0.036,0
1014,2171,1,13.022,-2.007,0
1015,2172,3,19.72,5.346,1
1016,2172,3,17.7565,2.529,0
1017,2178,3,18.734,3.771,1
1018,2181,3,13.821,-2.448,1
1019,2190,1,12.8435,-1.494,1
1020,2190,2,13.5405,1.512,1
1021,2190,3,15.4105,3.582,1
1022,2197,1,14.9005,-0.405,1
1023,2197,3,16.4135,0.963,1
1024,2218,3,15.538,-1.341,1
1025,2218,3,16.779,0.729,1
1026,2218,2,17.6715,1.566,1
1027,2220,1,14.4245,1.026,1
1028,2220,1,14.433,0.882,1
1029,2222,1,13.243,-2.439,0
1030,2231,2,11.6705,1.026,1
1031,2231,3,12.4355,1.494,1
1032,2231,2,11.1605,0.702,1
1033,2236,1,14.637,-2.583,1
1034,2236,1,13.4555,-1.044,0
1035,2236,1,13.5235,-1.593,0
1036,2237,3,15.963,1.323,0
1037,2237,2,14.739,0.108,0
1038,2237,3,14.841,0.738,0
1039,2239,3,13.277,4.455,1
1040,2239,1,13.039,4.932,1
1041,2240,1,13.1495,-1.791,0
1042,2240,1,14.28,-0.009,0
1043,2250,3,16.6175,2.421,1
1044,2250,3,15.4955,0.864,1
1045,2250,1,15.6145,1.323,1
1046,2250,3,15.6655,1.602,1
1047,2250,3,16.813,2.547,1
1048,2250,2,15.198,0.693,1
1049,2263,1,13.5235,0.45,1
1050,2263,2,13.243,1.449,1
1051,2280,1,15.2745,-1.53,1
1052,2280,2,16.082,2.34,1
1053,2280,3,14.994,1.098,1
1054,2280,1,15.5805,0.927,1
1055,2280,3,16.337,1.953,1
1056,2286,1,15.079,-0.135,0
1057,2293,2,16.5835,-2.358,0
1058,2296,3,15.3,-3.816,0
1059,2297,1,15.0535,-0.873,0
1060,2297,1,16.405,0.351,0
1061,2297,3,16.2945,0.549,0
1062,2311,1,16.8045,-0.729,1
1063,2311,3,15.5465,2.853,1
1064,2311,3,17.935,0.981,1
1065,2311,3,16.507,1.44,1
1066,2311,3,16.541,0.549,1
1067,2311,3,16.745,4.32,1
1068,2311,3,16.0565,2.106,1
1069,2311,1,15.8865,-1.746,0
1070,2314,1,15.1725,-0.936,0
1071,2314,1,17.051,-0.621,0
1072,2316,2,13.3365,-0.261,1
1073,2318,3,15.2405,1.836,0
1074,2318,1,12.801,-1.143,0
1075,2318,1,10.71,-2.808,0
1076,2318,3,12.886,0.063,0
1077,2325,3,14.62,1.287,0
1078,2325,3,14.45,-0.225,0
1079,2326,2,16.0905,-1.746,1
1080,2326,1,15.0875,-0.108,1
1081,2326,2,14.6625,-0.936,1
1082,2326,1,14.79,1.332,1
1083,2330,3,17.2805,0.396,0
1084,2331,3,15.4955,-2.907,0
1085,2331,1,15.8695,-2.151,0
1086,2331,1,14.3735,-1.845,0
1087,2331,1,14.467,-1.044,0
1088,2336,3,13.498,-4.473,1
1089,2336,1,14.8835,-2.331,1
1090,2336,2,17.6715,0.054,0
1091,2351,1,14.4585,-3.24,1
1092,2351,2,16.1245,-0.648,1
1093,2351,3,15.9715,0.846,1
1094,2351,1,14.7305,0.297,1
1095,2353,1,13.6765,-2.304,0
1096,2353,1,14.0675,1.296,0
1097,2357,2,14.0675,-0.495,0
1098,2357,3,15.504,0.549,0
1099,2357,3,16.048,-0.063,0
1100,2357,2,13.8295,0.486,0
1101,2357,3,15.3765,1.791,0
1102,2358,3,15.6995,1.89,0
1103,2358,1,15.759,-0.072,0
1104,2366,1,14.025,-0.18,1
1105,2366,1,14.926,1.404,1
1106,2366,3,14.399,1.638,1
1107,2366,2,15.5975,-0.513,1
1108,2373,3,16.031,1.251,0
1109,2373,3,13.464,-0.261,0
1110,2373,3,13.9995,1.44,0
1111,2380,3,15.028,3.06,1
1112,2382,2,14.3905,3.114,1
1113,2382,3,14.773,2.619,1
1114,2382,2,14.9345,2.835,1
1115,2382,3,14.603,3.159,1
1116,2382,3,14.5435,3.474,1
1117,2385,1,16.1075,-0.36,1
1118,2388,3,18.6915,3.024,1
1119,2388,3,17.1615,2.385,1
1120,2388,1,17.1785,0.756,1
1121,2388,3,17.493,1.737,1
1122,2391,3,15.504,8.478,1
1123,2391,3,15.4275,-1.017,0
1124,2392,3,18.7765,4.212,0
1125,2392,3,17.6885,2.871,0
1126,2392,3,13.736,-3.042,0
1127,2392,1,14.858,-1.503,0
1128,2392,3,15.572,-0.846,0
1129,2399,1,14.2205,0.954,1
1130,2399,1,14.3055,-0.405,1
1131,2399,1,14.0845,-0.162,1
1132,2417,3,15.8695,0.612,1
1133,2417,3,14.1695,0.747,1
1134,2417,3,13.753,0.783,1
1135,2417,1,15.215,0.549,1
1136,2417,2,13.3365,1.494,1
1137,2421,1,15.4275,-0.306,1
1138,2424,1,15.4955,-0.054,1
1139,2424,3,14.756,3.492,1
1140,2425,1,15.4785,-0.738,1
1141,2428,1,13.345,-0.189,1
1142,2428,1,13.1835,-0.432,1
1143,2428,3,15.3085,0.585,0
1144,2434,1,17.2635,4.626,0
1145,2435,1,14.246,1.125,0
1146,2438,1,13.753,-1.08,0
1147,2438,2,13.804,0.198,0
1148,2446,3,17.1105,0.063,0
1149,2449,1,17.714,-2.169,0
1150,2454,3,17.425,1.143,0
1151,2454,3,16.5495,0.351,0
1152,2454,1,16.8555,1.674,0
1153,2464,2,12.8095,-2.682,0
1154,2465,1,15.623,2.475,1
1155,2465,3,15.3425,0.99,1
1156,2465,3,19.0825,-1.152,0
1157,2465,3,19.312,-0.486,0
1158,2465,3,18.4535,-1.026,0
1159,2466,1,15.011,-3.105,1
1160,2466,1,14.603,-2.304,1
1161,2467,3,16.8385,2.763,1
1162,2467,1,16.898,2.241,1
1163,2467,3,18.139,-0.036,0
1164,2467,3,17.4505,0.369,0
1165,2467,3,19.754,2.088,0
1166,2467,3,18.3005,0.801,0
1167,2469,1,16.3115,-0.954,0
1168,2479,3,15.2915,-0.54,0
1169,2481,2,16.286,-1.188,1
1170,2481,3,15.1895,0.108,0
1171,2484,2,14.4245,-1.539,0
1172,2488,3,17.0935,0.135,0
1173,2488,3,17.0255,0.144,0
1174,2488,3,16.3625,0.351,0
1175,2488,1,15.9885,-0.972,0
1176,2490,3,17.425,-0.243,0
1177,2490,3,17.255,0.171,0
1178,2505,1,12.614,-2.304,1
1179,2505,1,13.549,-1.593,1
1180,2508,2,15.3765,-3.816,0
1181,2508,1,16.405,-1.647,0
1182,2517,1,14.025,0.549,1
1183,2521,1,14.671,-0.936,1
1184,2521,2,15.7505,2.52,1
1185,2521,3,15.8015,4.113,1
1186,2529,3,17.4335,2.457,1
1187,2529,3,16.184,1.989,1
1188,2529,3,14.2035,-0.045,1
1189,2529,1,14.773,2.106,1
1190,2533,1,15.3765,-1.314,1
1191,2533,3,16.9405,4.959,1
1192,2533,1,15.1895,0.18,0
1193,2533,3,15.9885,1.269,0
1194,2533,3,14.2375,0.549,0
1195,2534,2,14.4585,-1.899,0
1196,2540,1,12.1125,-6.525,0
1197,2540,1,14.6795,-0.549,0
1198,2540,3,13.991,-0.261,0
1199,2545,3,16.8895,4.068,1
1200,2548,2,18.887,8.793,1
1201,2548,3,21.301,4.707,0
1202,2548,2,14.943,-1.341,0
1203,2548,1,14.127,-1.62,0
1204,2559,1,15.2575,-2.07,1
1205,2559,1,13.243,-2.637,0
1206,2559,3,23.97,7.587,0
1207,2560,3,16.201,3.321,1
1208,2560,3,15.572,-0.513,1
1209,2562,3,15.3595,0.126,1
1210,2562,1,14.9515,-1.431,0
1211,2562,2,15.47,-0.387,0
1212,2565,1,16.4305,-2.178,0
1213,2565,2,16.439,-1.368,0
1214,2580,3,16.898,2.241,0
1215,2580,1,14.2035,-0.918,0
1216,2580,1,15.487,2.07,0
1217,2584,1,12.784,-0.18,1
1218,2586,3,13.1325,-0.09,0
1219,2586,3,16.847,3.051,0
1220,2588,1,16.0395,2.223,0
1221,2588,3,16.643,3.87,0
1222,2589,1,12.988,-3.384,1
1223,2589,3,15.7845,4.536,1
1224,2589,2,14.9855,2.88,1
1225,2589,1,13.838,1.107,0
1226,2597,3,13.362,1.305,0
1227,2599,3,14.365,1.971,0
1228,2606,3,17.3145,1.215,0
1229,2606,1,11.6875,-1.566,0
1230,2607,3,19.754,9.423,0
1231,2607,3,15.8695,2.952,0
1232,2608,3,14.2885,-2.745,0
1233,2608,3,15.028,-1.062,0
1234,2609,3,15.419,-2.286,1
1235,2609,2,15.079,-2.403,1
1236,2609,1,14.399,0.495,0
1237,2610,3,18.3005,5.787,1
1238,2610,1,18.037,-3.627,0
1239,2610,1,16.3965,-2.187,0
1240,2610,3,15.6145,-2.295,0
1241,2610,3,17.4845,-0.594,0
1242,2611,1,15.113,-0.648,0
1243,2611,2,14.7985,-2.619,0
1244,2613,3,17.9435,1.998,1
1245,2613,3,17.5695,1.251,1
1246,2613,3,17.323,2.745,1
1247,2613,3,16.235,0.369,0
1248,2621,3,17.102,0.018,1
1249,2621,1,14.518,-3.177,0
1250,2621,1,16.3285,-1.485,0
1251,2633,3,16.099,3.78,1
1252,2633,1,15.7505,2.133,1
1253,2633,3,14.586,3.087,1
1254,2653,3,14.484,-0.207,0
1255,2655,2,13.209,-2.25,0
1256,2655,3,15.4955,1.44,0
1257,2655,1,14.9685,-0.18,0
1258,2663,3,18.2495,0.882,0
1259,2670,1,15.4785,-0.027,1
1260,2677,3,18.1305,1.692,1
1261,2677,3,17.731,3.861,1
1262,2677,3,16.065,1.206,0
1263,2680,3,18.428,4.023,1
1264,2680,1,16.6175,-1.107,1
1265,2680,1,16.6005,-0.252,1
1266,2680,1,15.657,-0.576,1
1267,2680,1,15.64,-1.017,1
1268,2680,3,14.926,-0.135,1
1269,2680,3,15.1385,6.381,1
1270,2684,2,17.4335,-0.648,1
1271,2684,1,14.637,-0.288,1
1272,2684,2,15.011,0.486,1
1273,2684,3,15.147,-0.45,1
1274,2684,1,13.532,0.288,1
1275,2685,1,14.399,-3.204,0
1276,2685,3,15.7505,0.756,0
1277,2685,1,13.6085,-1.215,0
1278,2685,1,15.2235,-0.873,0
1279,2686,2,15.351,-0.693,1
1280,2686,1,14.858,0.045,1
1281,2686,1,14.8325,-2.322,0
1282,2689,3,16.677,0.036,0
1283,2689,1,14.161,-1.926,0
1284,2694,1,12.8265,-0.108,1
1285,2694,1,14.501,-1.89,0
1286,2701,1,15.011,-2.34,1
1287,2702,3,13.94,1.098,0
1288,2702,1,14.212,3.375,0
1289,2709,1,16.983,-1.89,0
1290,2709,2,15.6655,0.297,0
1291,2709,3,14.909,-0.27,0
1292,2711,1,15.045,-0.396,0
1293,2711,3,14.705,-0.774,0
1294,2711,3,17.1615,1.269,0
1295,2719,3,18.275,1.818,0
1296,2727,3,16.2605,1.71,1
1297,2727,1,16.728,7.38,1
1298,2728,3,16.2945,1.503,0
1299,2730,1,14.144,-1.836,0
1300,2730,3,14.586,-1.845,0
1301,2730,2,16.1075,-0.72,0
1302,2730,1,15.8015,-0.954,0
1303,2737,3,14.5775,-0.027,1
1304,2737,3,15.4615,4.374,1
1305,2739,1,12.121,-3.888,0
1306,2739,2,13.26,-2.61,0
1307,2755,3,17.6035,3.762,0
1308,2755,3,13.9485,-0.666,0
1309,2755,3,15.6145,0.657,0
1310,2757,1,11.492,-3.591,0
1311,2757,3,13.8635,0.54,0
1312,2758,2,16.1585,1.431,0
1313,2759,1,13.6765,-0.171,0
1314,2760,3,15.1045,1.71,0
1315,2760,1,14.858,1.053,0
1316,2761,3,18.751,-0.558,0
1317,2761,3,18.581,1.116,0
1318,2763,3,16.949,-1.368,0
1319,2763,1,14.4585,-3.204,0
1320,2770,1,14.5265,-1.944,1
1321,2770,3,14.4925,1.197,1
1322,2781,1,12.546,0.252,0
1323,2784,3,14.1185,4.05,1
1324,2784,1,16.8385,4.14,0
1325,2784,3,13.991,1.404,0
1326,2790,1,14.416,-1.35,1
1327,2802,3,16.881,1.44,1
1328,2802,3,17.7905,1.62,1
1329,2802,3,16.507,1.737,1
1330,2802,3,17.4675,2.79,1
1331,2804,3,15.232,5.895,1
1332,2804,2,13.396,1.224,1
1333,2804,3,14.1695,-0.675,0
1334,2804,2,14.5265,-0.153,0
1335,2805,1,18.02,-0.567,1
1336,2805,1,16.847,0.639,1
1337,2805,3,16.728,0.666,1
1338,2805,3,16.881,0.594,1
1339,2805,1,16.541,-0.36,0
1340,2805,3,19.1845,3.042,0
1341,2811,3,14.7135,1.458,0
1342,2814,3,17.119,-0.522,0
1343,2815,3,16.167,0.459,0
1344,2816,3,14.45,-0.846,1
1345,2816,3,17.612,3.348,1
1346,2816,3,16.2775,0.279,0
1347,2816,1,16.337,-0.72,0
1348,2817,1,15.878,-0.585,1
1349,2817,2,16.3625,-0.333,1
1350,2817,1,16.4305,0.585,1
1351,2817,2,15.47,-2.412,0
1352,2820,3,17.5695,-0.657,0
1353,2820,3,19.8475,2.367,0
1354,2820,3,18.1645,1.872,0
1355,2821,1,16.048,-2.124,0
1356,2821,3,18.5045,2.277,0
1357,2823,3,18.836,2.61,0
1358,2823,3,14.9175,-1.449,0
1359,2823,3,16.405,-0.378,0
1360,2823,1,18.0965,2.169,0
1361,2827,3,17.391,2.655,0
1362,2827,3,16.303,2.862,0
1363,2830,1,13.277,-3.267,1
1364,2830,1,14.756,-3.555,0
1365,2836,1,10.795,-5.823,0
1366,2836,3,15.453,0.108,0
1367,2837,3,17.493,1.197,1
1368,2837,3,15.9715,0.234,1
1369,2837,3,19.414,5.715,1
1370,2837,3,16.49,2.016,1
1371,2837,3,16.15,1.143,1
1372,2840,2,15.385,-4.266,0
1373,2841,3,14.518,1.071,0
1374,2859,3,17.255,1.269,0
1375,2859,3,17.068,1.836,0
1376,2861,1,13.209,-1.737,0
1377,2871,3,16.9235,1.386,0
1378,2871,1,16.7025,2.421,0
1379,2871,1,13.77,-1.548,0
1380,2873,1,15.1045,-1.764,0
1381,2875,1,14.3735,-1.368,0
1382,2875,2,14.756,-0.369,0
1383,2883,3,15.1555,2.079,1
1384,2883,1,16.0735,1.647,1
1385,2883,3,18.717,4.248,1
1386,2885,3,16.5155,0,1
1387,2885,3,16.5835,2.817,1
1388,2885,3,16.9915,-4.905,0
1389,2886,3,16.5665,2.718,1
1390,2886,1,15.827,0.837,1
1391,2886,3,16.6175,1.566,1
1392,2890,2,18.8955,3.843,1
1393,2890,3,16.218,-0.027,1
1394,2890,1,16.048,-1.62,1
1395,2896,1,15.47,-1.197,0
1396,2901,1,18.836,3.582,1
1397,2901,1,15.589,2.763,1
1398,2904,3,15.776,-0.9,0
1399,2904,1,15.385,-1.314,0
1400,2910,2,15.351,0.666,0
1401,2915,1,16.932,-2.421,0
1402,2915,3,16.065,0.675,0
1403,2916,1,13.0475,-2.853,0
1404,2917,1,14.3905,0.648,0
1405,2917,3,17.833,5.247,0
1406,2917,3,18.0625,6.705,0
1407,2918,1,11.7215,-1.917,0
1408,2939,1,14.943,2.772,1
1409,2939,3,15.3595,3.789,1
1410,2939,3,15.3595,1.926,1
1411,2939,2,14.671,-2.844,0
1412,2939,1,15.5805,-1.854,0
1413,2939,3,15.147,2.484,0
1414,2947,3,16.4135,-1.134,0
1415,2947,2,15.929,-1.863,0
1416,2950,2,17.8245,5.832,1
1417,2950,3,17.2295,0.099,1
1418,2950,3,16.5665,1.35,1
1419,2950,3,16.7875,2.619,1
1420,2950,1,17.1445,3.339,1
1421,2961,1,15.708,-1.188,1
1422,2961,2,13.7105,-1.674,0
1423,2961,1,14.62,-1.683,0
1424,2961,3,16.1245,0.963,0
1425,2964,1,15.538,-0.549,0
1426,2964,3,17.0255,1.692,0
1427,2964,3,16.9575,2.088,0
1428,2964,3,17.629,3.654,0
1429,2986,3,15.0875,0.072,1
1430,2986,1,14.569,0.549,1
1431,2986,3,14.926,0.792,1
1432,2986,1,17.765,5.643,1
1433,2991,3,15.895,2.286,1
1434,2991,1,13.991,-1.332,0
1435,2991,1,15.9375,-0.45,0
1436,2999,3,14.5775,0.819,1
1437,2999,3,15.1555,4.626,1
1438,3002,3,14.365,1.98,1
1439,3002,3,16.218,4.842,1
1440,3002,2,16.3285,4.86,1
1441,3002,1,16.2095,4.905,1
1442,3003,3,15.4615,-0.207,0
1443,3005,1,12.138,-5.256,0
1444,865,2,13.9995,-4.527,0
1445,865,1,17.068,-0.81,0
1446,865,1,14.6285,-1.935,0
1447,867,1,16.592,-0.666,0
1448,870,3,17.3485,-0.882,0
1449,881,1,14.6965,-1.575,0
1450,883,2,15.2065,-1.251,0
1451,883,1,16.5155,-1.683,0
1452,891,1,14.059,-1.413,0
1453,891,1,16.0055,-0.72,0
1454,891,1,15.351,-2.241,0
1455,892,2,17.306,-1.017,0
1456,893,3,14.9345,-1.764,0
1457,894,1,14.926,-4.689,0
1458,899,1,13.7955,-3.168,0
1459,926,2,14.2035,-2.754,0
1460,926,1,16.15,0.747,0
1461,926,3,16.0225,1.701,0
1462,941,1,10.4805,-4.509,0
1463,946,3,13.9315,0.702,0
1464,947,1,8.755,-7.371,0
1465,947,1,9.7495,-2.466,0
1466,947,1,8.415,-4.149,0
1467,947,3,12.3335,1.278,0
1468,964,3,11.8745,-3.411,0
1469,964,1,14.7305,-1.071,0
1470,968,2,15.1725,1.305,0
1471,968,3,15.1555,0,0
1472,973,3,14.773,-2.988,0
1473,973,3,15.623,-0.612,0
1474,976,1,14.348,-0.801,0
1475,976,1,14.8155,-1.989,0
1476,978,1,13.702,-1.8,0
1477,978,2,12.257,-3.951,0
1478,978,1,13.073,-2.709,0
1479,982,1,15.6145,-2.196,0
1480,986,3,14.62,-2.619,0
1481,991,1,14.8325,-3.069,0
1482,991,1,15.045,-0.351,0
1483,992,3,15.181,-0.126,0
1484,992,1,13.787,-1.908,0
1485,997,1,13.8635,-2.313,0
1486,997,3,15.5295,0.207,0
1487,997,1,14.2205,-0.333,0
1488,997,1,11.7895,-3.222,0
1489,1003,2,15.215,-2.835,0
1490,1018,1,13.311,-6.975,0
1491,1024,1,13.3535,-6.399,0
1492,1025,3,11.5685,-6.372,0
1493,1032,3,17.102,-0.234,0
1494,1032,1,15.5125,-0.954,0
1495,1032,1,16.337,-1.107,0
1496,1035,3,15.878,-3.24,0
1497,1035,1,15.7845,-2.448,0
1498,1035,3,15.4445,-2.79,0
1499,1035,2,14.926,-3.537,0
1500,1037,1,13.396,0.288,0
1501,1042,1,13.923,-4.779,0
1502,1042,1,14.3055,-4.023,0
1503,1042,1,14.365,-3.51,0
1504,1046,3,14.875,-2.079,0
1505,1046,1,14.2885,-1.872,0
1506,1046,3,16.201,0.216,0
1507,1046,1,14.96,-1.278,0
1508,1055,3,15.062,-0.891,0
1509,1055,1,13.8975,-2.763,0
1510,1100,2,12.5545,1.026,0
1511,1101,1,13.2345,-3.015,0
1512,1115,3,17.017,-0.288,0
1513,1115,3,17.2125,1.395,0
1514,1118,2,19.856,-0.117,0
1515,1118,1,12.0785,-3.078,0
1516,1118,1,12.699,-2.592,0
1517,1122,3,15.2575,-0.432,0
1518,1122,3,15.5635,0.423,0
1519,1123,3,14.8495,-0.036,0
1520,1125,3,15.7505,-0.765,0
1521,1130,3,15.6825,0.612,0
1522,1130,2,13.4555,-2.754,0
1523,1133,1,15.623,-1.485,0
1524,1133,3,15.9715,0.909,0
1525,1154,2,13.753,-1.089,0
1526,1163,1,13.9145,-2.421,0
1527,1167,1,14.7645,-2.025,0
1528,1172,3,13.515,-4.365,0
1529,1176,1,14.093,-2.619,0
1530,1190,1,14.943,-1.656,0
1531,1190,3,15.572,-0.945,0
1532,1193,2,15.6485,-1.395,0
1533,1215,1,9.2905,-14.301,0
1534,1229,2,12.0275,-7.353,0
1535,1232,1,13.7105,-3.321,0
1536,1235,3,17.255,-0.081,0
1537,1236,1,14.875,-2.241,0
1538,1236,3,16.4305,5.472,0
1539,1236,1,14.8835,-1.665,0
1540,1239,3,15.827,-7.317,0
1541,1241,3,15.9885,0.423,0
1542,1241,1,14.756,-2.808,0
1543,1241,2,14.0505,-1.872,0
1544,1241,1,15.2745,-1.8,0
